V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
27440.2421875,25551.473,25090.658,25574.229,25810.324,25102.037,25301.154,26254.072,27164.322,28376.092,30266.639,32429.55,35791.785,36958.043,37583.84,37538.33,36670.746,36727.637,36630.92,35928.324,33002.723,31168.533,30198.016,28195.465,27684.871,25662.41,25429.158,25150.395,26157.357,25403.557,25073.592,26894.092,27613.758,29071.58,30192.326,32329.992,34713.707,36224.156,37231.117,37811.402,37657.797,36730.48,36227.0,35612.582,33156.33,31329.428,29805.469,28417.338
7749.1728515625,7017.8306,6865.365,6547.647,6732.5728,6242.716,6299.7676,6311.5713,6199.4355,6946.0244,7215.544,8038.365,9266.941,9775.979,10227.473,10438.957,10492.074,10592.406,10651.426,10606.178,9993.365,9324.977,8948.239,8301.798,7821.4707,7164.394,6806.346,6581.091,6745.3604,6420.7563,6305.6694,6317.4736,6411.9033,6854.545,7409.3223,8006.3965,9122.837,9479.9,10172.389,10496.009,10678.968,10517.649,10710.444,10376.987,9919.592,9408.095,9115.951,8768.478
513.7863159179688,463.75287,451.49042,462.3758,463.9496,443.35916,442.04767,466.96603,485.32693,515.6552,552.63934,602.0662,686.57556,713.1333,736.2156,731.2319,719.5596,725.72363,721.52686,708.2152,639.55853,598.9268,570.7707,529.1308,514.7044,471.753,459.42496,454.179,471.753,450.96582,441.9165,476.80225,492.99918,532.90137,557.47546,605.65643,666.1163,695.55927,722.3137,741.7238,747.2321,721.52686,712.3464,693.3953,646.24713,603.8203,572.99207,539.06537
164.55435180664062,152.89339,151.10138,140.11646,141.0351,135.69144,134.5787,131.42168,126.19446,136.06665,134.86336,145.1496,157.61276,168.84999,176.21532,181.89539,187.71779,191.58646,189.87854,194.43295,188.86932,181.11908,177.91028,176.25414,165.74632,157.90388,150.44798,143.49344,143.0794,134.4752,133.673,130.41246,131.03351,131.08527,138.1239,148.64304,158.69637,165.28215,178.76424,182.20592,187.0191,189.23161,192.77681,190.03381,190.55136,185.19475,180.65327,177.28923
13183.7841796875,12112.74,11893.449,11511.504,11774.363,11056.945,11120.846,11193.458,11045.327,12169.379,12596.344,13816.608,15655.536,16366.419,16993.797,17301.676,17330.72,17441.094,17545.656,17435.285,16492.766,15514.666,14939.57,13940.595,13280.36,12313.153,11815.027,11504.242,11765.65,11322.71,11129.559,11237.026,11370.635,12066.269,12886.797,13749.078,15398.485,15942.357,16922.635,17391.717,17635.695,17353.957,17603.746,17104.168,16392.559,15613.42,15183.551,14617.895
1245.09423828125,1147.0525,1130.4691,1041.5328,1063.3984,1015.6136,1015.3679,984.41223,949.7713,1043.8668,1035.8822,1134.3999,1264.7198,1373.324,1433.2699,1470.122,1514.7129,1546.5284,1539.895,1560.7778,1490.1448,1417.1779,1384.4409,1354.0995,1254.5453,1172.0504,1113.64,1069.0491,1083.0527,1009.96295,1015.12225,966.2319,991.29126,997.1876,1067.4521,1157.9238,1268.8278,1313.9308,1429.7075,1482.4059,1519.1351,1513.116,1557.3384,1520.732,1499.7263,1454.644,1412.5099,1386.1606
51698.0625,47590.85,46815.0,43350.836,44354.008,41902.902,42070.92,41072.688,39787.836,43286.59,43523.797,47501.902,52908.484,56839.336,59624.008,60918.746,62411.156,63607.06,63933.21,64338.438,61585.883,58749.32,57318.684,55487.766,52185.754,48581.67,46217.047,44507.203,44897.6,42229.06,42130.223,40469.797,41468.027,42021.504,44541.797,48146.8,52852.734,54603.195,58877.805,61289.38,62836.145,62747.195,64279.133,63043.7,61842.85,59930.4,58279.85,57447.168
27866.859375,25599.656,25081.084,24704.504,25170.6,23685.883,23729.096,24139.63,23827.871,26318.863,27383.785,29890.982,33869.008,35245.69,36381.61,37063.773,36934.133,36946.48,37390.97,36890.918,34724.03,32689.877,31465.988,29154.025,28038.172,25855.854,25013.176,24454.479,25099.605,24281.621,23741.443,24340.27,24682.896,26294.17,27984.154,29765.97,33092.695,34362.887,36285.918,37279.848,37674.95,36934.133,37329.234,36227.27,34523.395,32821.062,31858.773,30518.748
2106.00439453125,1937.6519,1901.1606,1898.0264,1923.9956,1827.0586,1824.3721,1868.2512,1861.7589,2032.1263,2125.1455,2300.5293,2591.1375,2685.164,2757.475,2798.6677,2781.2058,2773.594,2807.6228,2762.6243,2586.8838,2441.8142,2352.7407,2183.5764,2115.855,1955.114,1903.6232,1872.281,1925.115,1866.4602,1822.1334,1892.2057,1923.324,2047.1259,2162.6443,2294.5195,2523.6396,2623.599,2749.6396,2819.2642,2841.2036,2777.6238,2795.5337,2714.7153,2574.347,2450.769,2370.9023,2266.4656
6132.40673828125,5591.949,5469.992,5435.1475,5531.697,5199.2188,5196.3154,5318.998,5273.264,5848.2036,6123.6953,6702.7183,7644.889,7960.6704,8197.325,8345.415,8300.407,8280.081,8393.327,8255.399,7710.949,7243.085,6950.08,6399.732,6165.0737,5646.394,5469.992,5358.9243,5517.904,5333.5166,5193.4116,5386.51,5480.8813,5871.4336,6259.4453,6680.305,7437.998,7753.0537,8184.258,8410.749,8486.246,8293.148,8359.934,8100.7754,7671.023,7269.945,7022.764,6692.6914
14515.552734375,13311.574,13031.31,12777.578,13034.627,12220.365,12260.167,12455.8545,12260.167,13605.106,14160.661,15507.467,17639.926,18386.193,19031.3,19401.117,19348.049,19377.898,19606.754,19354.682,18220.355,17121.684,16474.92,15241.505,14625.005,13447.561,12978.242,12659.834,12999.801,12550.382,12270.117,12540.432,12719.535,13566.964,14479.897,15440.303,17242.746,17910.24,18963.307,19500.62,19736.107,19358.0,19593.488,19003.107,18112.562,17198.799,16699.629,16006.844
617.5267333984375,597.193,592.5393,572.31555,573.4732,563.05457,559.9058,554.3955,544.3473,560.8319,559.44275,577.77954,599.27673,618.6091,631.7366,643.8338,654.34503,661.2677,659.41547,668.1671,658.8135,646.75104,641.2175,638.856,621.02277,606.19934,591.65955,579.1919,576.76086,560.8782,558.2851,553.6546,553.23785,552.5896,564.8373,583.6835,600.2549,614.158,638.04565,643.718,651.9372,658.9061,664.04596,660.24896,663.7681,652.97906,644.922,639.2959
248.70980834960938,225.00912,220.02797,211.70462,217.13568,201.29239,202.8992,204.57031,201.4852,226.29459,235.87128,262.7133,303.35794,319.20123,333.27704,339.54364,340.89337,343.40002,345.39252,342.8216,322.12567,300.17642,287.4825,265.14362,250.87901,229.57251,218.48541,211.47966,217.07141,207.23764,202.83493,205.66295,208.74805,224.17358,242.25037,261.65277,297.73404,310.1066,331.15604,342.0503,347.38495,341.21475,346.48514,335.3659,319.32977,302.37778,292.7529,280.19955
432.46527099609375,453.2836,454.8974,501.45627,516.30347,564.83923,628.25244,689.74927,726.262,738.6078,765.3973,794.12335,776.6941,786.5384,750.95355,719.2419,654.93097,595.0379,534.33795,525.1795,495.96924,453.52567,464.09622,461.67548,445.6986,477.49097,459.17407,461.02997,538.04974,611.0803,653.6601,669.294,719.96814,768.3829,762.5731,801.7084,787.99084,772.90155,744.1755,684.50433,635.10114,588.9659,529.6982,508.6378,491.20847,475.79645,465.95212,453.52567
2230.93310546875,2105.72,2078.047,1945.5914,1952.3656,1881.3094,1863.7256,1830.5757,1763.1227,1864.8787,1857.0956,1968.364,2102.261,2220.898,2306.061,2378.7026,2452.9297,2492.7095,2481.7556,2538.2546,2483.485,2413.438,2380.4321,2367.3162,2254.8586,2165.7322,2071.7053,1988.254,1973.4086,1872.95,1853.3481,1819.91,1820.1982,1810.1091,1885.6333,2006.7026,2106.4407,2197.738,2346.994,2377.5496,2434.337,2480.3142,2514.0408,2486.3677,2516.0586,2446.588,2402.0518,2366.1633
16126.7900390625,14766.859,14534.546,14212.88,14472.0,13617.799,13667.836,13875.131,13746.465,15140.35,15739.004,17243.014,19511.426,20254.83,21023.254,21355.64,21359.215,21423.549,21630.844,21359.215,20106.508,18890.434,18216.723,16887.172,16232.225,14984.877,14472.0,14105.658,14482.722,13955.548,13671.41,14016.307,14162.844,15118.904,16100.878,17126.633,19082.54,19795.564,20907.098,21509.326,21802.398,21369.938,21602.252,20969.643,19940.312,19009.27,18433.4,17694.797
1792.766357421875,1652.1864,1619.1088,1561.6075,1597.7622,1501.2216,1512.3757,1516.2219,1491.2214,1641.9939,1694.6873,1854.7388,2095.1768,2195.275,2280.0845,2322.393,2331.2395,2348.1628,2363.5479,2350.4707,2232.776,2101.0422,2026.6176,1897.36,1806.805,1676.9946,1609.1085,1565.8384,1597.5698,1536.9916,1513.5295,1517.7604,1537.3762,1623.9165,1732.669,1850.0272,2064.8877,2136.6199,2270.469,2333.932,2367.0095,2335.0857,2372.0095,2306.816,2217.3909,2115.1772,2059.3105,1989.7417
3926.827392578125,3576.6252,3482.6355,3134.163,3112.636,2894.288,2819.7114,2747.4414,2553.6963,2775.1194,2803.5662,3075.732,3432.085,3736.9502,3995.2534,4212.4478,4390.8164,4507.6787,4537.279,4701.8086,4561.1123,4386.9727,4310.0894,4268.5728,4018.5105,3766.2139,3472.833,3228.7292,3149.9243,2881.218,2798.1843,2716.6882,2695.1611,2682.8599,2847.3894,3182.984,3434.776,3713.3208,4105.5806,4182.4634,4361.601,4506.91,4599.554,4558.806,4669.5176,4471.159,4361.601,4278.5674
4824.955078125,4467.044,4396.3276,4278.4673,4362.6533,4126.451,4142.807,4173.595,4128.3755,4502.1616,4645.9995,5052.1377,5663.2085,5891.473,6100.736,6202.721,6204.6455,6237.358,6277.767,6233.5093,5914.083,5595.138,5403.314,5064.585,4856.7056,4533.4307,4370.8315,4270.289,4358.8047,4214.005,4148.58,4197.6484,4236.6147,4473.298,4742.453,5023.394,5572.047,5752.927,6076.2017,6230.623,6313.366,6214.2666,6289.3125,6126.2324,5884.7383,5625.9263,5477.999,5290.685
105216.203125,97833.05,96293.85,93354.49,95171.734,90226.46,90722.97,91060.6,89888.83,97594.72,100424.84,108783.65,121213.87,126094.59,130652.586,132827.31,133125.22,134018.95,134833.23,134078.53,127782.74,121054.984,117311.27,110484.21,105960.97,99203.42,95727.83,93443.87,95241.25,92053.625,90822.27,91239.34,92162.86,96760.58,102371.18,108269.76,119545.58,123204.88,130106.42,133363.55,135151.0,133403.28,135190.72,131864.08,127047.9,121824.58,118880.25,115270.6
98512.203125,91847.38,90518.8,86629.164,88394.8,84033.164,84627.53,84085.61,82949.31,89251.38,91287.98,98433.53,109110.34,114346.05,118698.94,120508.27,121670.79,122999.38,123191.68,123383.98,118148.27,112388.125,109189.016,104111.734,99307.61,93438.2,89802.055,87695.53,88884.27,85431.68,84697.46,83770.94,84924.72,88071.38,93036.125,98573.38,108323.68,111295.53,118043.38,120954.05,122981.9,122055.38,123995.83,121198.79,117685.016,113471.98,110683.68,108297.46
90838.234375,84783.164,83575.33,80023.34,81628.49,77663.3,78203.64,77710.98,76677.96,82391.336,84250.766,90746.85,100445.28,105205.11,109162.35,110815.18,111879.984,113087.81,113278.53,113437.45,108677.63,103448.98,100548.586,95934.28,91565.31,86221.445,82915.79,81000.734,82081.43,78934.7,78267.22,77424.91,78473.82,81318.586,85832.08,90866.05,99730.12,102427.88,108566.38,111220.44,113071.92,112229.62,113993.695,111458.83,108264.42,104442.266,101903.43,99742.04
5828.51416015625,5606.035,5296.8037,5020.7964,4737.283,4330.225,4077.7207,3930.0576,3754.8306,3708.563,3807.005,3942.8552,4155.9824,4430.1436,4696.922,5081.4614,5213.1895,5460.341,5776.34,5960.919,5964.3643,5965.3486,6031.305,6041.6416,5955.012,5673.96,5314.0312,5004.923,4708.981,4387.3213,4148.107,3825.709,3860.1638,3846.3818,3872.9614,3979.2788,4161.3965,4435.558,4864.0273,5077.77,5123.607,5456.1567,5755.175,5872.813,6042.134,5984.0527,5966.825,6075.112
41699.22265625,39049.1,38515.81,35824.094,35898.367,34469.324,34106.863,33459.188,32074.707,34160.34,34035.56,36284.598,39104.066,41549.188,43376.344,44835.1,46323.566,47167.33,46959.36,48153.695,47006.895,45447.125,44766.77,44445.902,42182.008,40382.15,38401.426,36635.17,36335.1,34279.18,33869.184,33197.742,33203.684,33072.957,34594.105,37131.33,39235.53,41071.973,44190.4,44748.94,46035.38,46899.938,47612.977,47066.312,47618.918,46195.812,45259.953,44517.207
1227.2962646484375,1175.6472,1166.153,1123.2386,1136.2775,1105.3893,1107.0349,1094.3759,1079.0583,1124.5045,1127.2262,1178.9386,1249.4734,1298.6302,1333.7593,1350.2161,1367.4324,1382.7499,1386.6742,1391.2314,1356.0392,1318.4418,1299.1366,1275.7806,1233.9542,1187.7683,1158.4941,1137.6699,1142.2905,1109.187,1108.9338,1089.3123,1100.5789,1108.6807,1141.5942,1187.0088,1248.1205,1269.1029,1324.708,1354.4568,1373.6354,1372.496,1390.9783,1375.6608,1358.571,1334.3289,1312.4287,1301.9532
21779.041015625,20122.314,19782.758,19374.402,19727.273,18648.682,18701.945,18941.633,18706.383,20484.064,21207.564,23070.967,25888.123,26842.434,27774.55,28253.926,28213.977,28293.873,28582.387,28258.363,26742.564,25253.396,24411.162,22767.195,21909.98,20362.002,19698.422,19230.145,19709.52,19072.572,18719.7,19057.037,19267.873,20413.047,21643.662,22914.781,25375.459,26247.654,27681.34,28400.4,28742.178,28245.049,28560.191,27787.867,26580.553,25384.336,24708.55,23790.723
1799.043212890625,1640.6512,1615.8346,1491.936,1524.1608,1435.0798,1444.7102,1409.5223,1365.8152,1497.6772,1512.1228,1665.005,1871.3867,2001.4199,2113.2803,2158.6543,2211.251,2252.921,2268.848,2275.8855,2177.1743,2064.3877,2011.6985,1935.7667,1817.7599,1681.673,1597.8702,1531.0132,1547.8663,1454.7109,1446.9326,1393.9656,1428.4126,1456.9333,1550.8296,1684.8214,1863.8167,1929.2847,2081.241,2175.878,2231.0674,2225.5112,2280.3303,2228.845,2176.4333,2103.8352,2043.0898,2015.958
2524.634765625,2288.0574,2230.289,2001.9364,1991.3153,1855.0549,1807.9078,1758.6882,1629.1632,1795.9915,1800.6544,1995.201,2235.211,2441.5122,2617.051,2760.1763,2867.6821,2956.018,2965.344,3071.0364,2970.0068,2835.0417,2782.4546,2754.477,2580.6545,2407.2668,2224.0718,2061.2588,2018.7747,1839.512,1794.4373,1743.6633,1730.1927,1726.048,1841.5844,2063.0723,2240.7808,2414.5486,2679.6116,2741.2656,2858.3562,2940.216,3007.8281,2979.3325,3033.215,2903.1719,2825.7158,2772.6106
105139.875,97770.38,96222.05,93284.17,95100.49,90157.72,90673.836,90991.44,89820.266,97522.25,100350.945,108700.555,121129.44,126007.69,130563.375,132737.0,133034.77,133947.88,134741.9,133987.58,127694.984,120970.63,117231.3,110406.45,105884.266,99130.14,95656.305,93373.5,95169.97,91983.97,90753.234,91170.09,92093.14,96688.53,102296.29,108191.88,119461.99,123119.445,130017.484,133272.97,135059.52,133312.67,135099.22,131774.25,126960.516,121739.836,118797.0,115191.66
1899.933349609375,1785.1873,1765.3536,1662.9294,1689.8677,1634.0673,1633.1792,1597.3604,1563.0216,1674.1785,1668.2579,1783.4111,1948.0001,2078.4727,2147.52,2187.631,2239.4353,2276.7344,2265.7815,2291.2395,2201.9883,2112.4412,2071.96,2029.0366,1914.0499,1814.1975,1745.52,1696.5282,1711.1814,1627.5547,1632.5872,1577.2307,1607.1292,1620.7461,1707.629,1813.9015,1951.9132,2004.0226,2143.8198,2200.0642,2245.6519,2237.8071,2287.687,2241.2114,2212.349,2157.5847,2105.0405,2073.07
3151.7138671875,2927.9783,2897.736,2693.9236,2735.7976,2624.9092,2618.1885,2553.5684,2453.2776,2657.2192,2630.5957,2844.6182,3098.576,3326.8147,3470.6597,3559.8354,3662.9695,3739.997,3732.2427,3779.2861,3645.6514,3485.6514,3423.3574,3385.2314,3167.4773,2989.1091,2867.623,2738.8994,2775.0867,2610.9512,2618.1885,2512.7283,2562.8735,2554.602,2697.0254,2896.3145,3110.4336,3215.6033,3458.7695,3593.955,3667.3638,3664.0034,3758.0908,3701.7417,3670.9824,3574.8274,3496.5078,3440.6758
3406.230224609375,3127.1296,3069.4873,2922.2202,2996.2256,2809.167,2834.455,2819.5796,2774.2095,3047.174,3137.9143,3443.0469,3904.1858,4118.578,4296.34,4374.436,4413.484,4463.317,4475.217,4475.217,4252.0854,4002.1777,3860.675,3636.4612,3437.8406,3189.9785,3043.0833,2956.8057,3008.8699,2871.6438,2838.9177,2813.6296,2854.537,3002.5479,3212.6636,3446.301,3865.1377,3993.0667,4271.7954,4394.5176,4475.217,4426.128,4507.199,4385.9644,4227.541,4044.201,3927.2427,3814.4683
3227.465576171875,2978.1492,2926.601,2821.484,2884.4868,2717.0405,2735.234,2740.6245,2704.9116,2960.2925,3052.944,3335.0256,3758.2742,3932.964,4085.2495,4156.3384,4173.858,4208.223,4225.069,4210.2446,3998.3257,3770.403,3637.9956,3417.022,3252.5657,3030.034,2906.3862,2831.9282,2886.8452,2777.0112,2737.9292,2746.0151,2776.3374,2929.6333,3119.99,3324.6655,3708.7478,3831.216,4066.3823,4176.553,4239.219,4181.944,4245.9575,4131.7437,3974.7417,3797.693,3697.1243,3575.6665
1006.8781127929688,944.6696,931.7107,877.5187,891.803,854.8405,856.1659,841.8816,817.58356,869.493,872.80634,932.0052,1009.1491,1067.7428,1110.4852,1132.648,1155.3998,1175.4272,1184.8519,1187.6499,1147.1532,1107.8346,1088.6171,1064.2085,1014.691,957.739,923.3168,893.791,901.0068,859.25836,857.04944,828.7754,846.15216,849.98096,886.79614,940.8776,1007.6006,1035.3639,1097.0845,1139.422,1162.0265,1162.9838,1186.7664,1168.3588,1154.8844,1124.2542,1103.3431,1092.2249
33335.328125,31028.34,30543.312,29424.02,30033.412,28466.402,28646.732,28615.64,28223.889,30561.969,31361.02,33929.953,37807.836,39528.75,40980.723,41642.97,41873.047,42258.582,42395.383,42320.766,40427.293,38334.836,37148.695,35173.902,33610.49,31516.477,30338.11,29619.896,30095.596,29004.285,28690.262,28590.768,28914.12,30201.307,31976.629,33890.31,37412.977,38510.504,40794.17,41798.43,42426.477,41978.758,42606.805,41593.223,40228.31,38639.535,37695.906,36687.766
147.09237670898438,129.33865,126.227425,120.5729,124.7212,112.523224,114.2023,116.227066,114.054146,132.9931,141.48723,161.48796,192.62488,205.36609,214.82321,218.79866,219.88513,220.72466,222.30496,220.13205,203.56355,186.8469,176.91444,158.8891,148.52452,132.52396,124.91873,120.5729,124.4249,117.165375,113.75784,117.53575,120.12844,132.17825,145.99358,161.1793,187.93335,197.81026,212.77376,221.11974,225.02112,219.6382,223.04573,213.66267,201.02025,187.58766,180.04417,169.89258
32709.158203125,30464.078,29988.398,28906.762,29500.602,27973.582,28149.312,28119.014,27743.318,30024.758,30806.445,33311.332,37091.76,38759.668,40174.582,40822.96,41038.074,41407.71,41547.082,41468.305,39620.13,37582.59,36426.723,34495.508,32977.297,30936.727,29788.434,29091.578,29558.168,28497.738,28185.668,28106.895,28415.934,29676.33,31406.346,33268.156,36700.918,37773.47,39992.797,40971.42,41583.438,41141.09,41753.11,40762.363,39426.223,37877.996,36956.938,35970.74
5099.75732421875,4878.7793,4596.7476,4357.5034,4106.5854,3750.205,3522.7476,3416.392,3251.0498,3231.3872,3345.7866,3480.7417,3704.6243,3980.344,4227.6875,4568.706,4673.1064,4895.09,5167.6816,5333.471,5304.871,5274.037,5318.2773,5299.509,5223.5405,4952.2896,4614.9014,4338.4,4081.784,3797.5737,3592.4595,3321.6553,3356.5112,3368.1301,3395.836,3525.4287,3712.668,3979.0034,4364.3184,4553.443,4597.8647,4897.101,5156.51,5250.353,5386.2017,5299.509,5265.0996,5350.452
16351.7216796875,15083.313,14698.139,13543.299,13420.152,12649.803,12362.462,12124.379,11500.437,12222.8955,12373.408,13340.791,14618.094,15736.16,16651.377,17433.357,17984.78,18433.58,18590.934,19171.09,18623.773,17972.465,17686.492,17482.615,16678.059,15752.066,14704.98,13863.4795,13515.934,12614.228,12294.047,12028.598,11949.236,11995.759,12556.76,13712.967,14651.616,15636.273,16987.979,17317.053,17945.1,18430.844,18760.602,18662.086,19009.63,18281.7,17882.158,17623.55
35166.90625,32785.03,32331.338,30437.031,31079.27,29603.3,29732.926,29237.99,28601.645,30657.984,30958.48,33307.953,36665.707,38903.965,40506.617,41193.043,41985.53,42618.93,42719.094,42972.457,41266.695,39537.367,38615.254,37349.926,35473.664,33360.98,31986.65,31108.729,31379.766,29874.336,29774.17,28925.709,29509.027,30015.746,31580.098,33664.42,36613.047,37573.83,40126.574,41375.7,42265.406,42147.562,42984.242,42206.484,41340.348,40182.55,39183.84,38613.78
366.564453125,331.73502,324.35052,313.4384,321.57544,298.2931,299.61008,302.90253,297.44647,335.2156,348.9028,388.51807,448.40546,470.62952,490.85458,501.2964,501.01416,504.11847,508.91605,503.64813,472.98126,441.6089,423.26523,389.24713,369.88043,337.56735,322.1869,311.9803,320.86993,306.80643,300.36264,304.97208,309.0171,331.8291,358.54498,385.82532,438.99844,456.98935,488.78503,504.0244,511.64407,502.143,509.3864,493.6767,469.971,444.8543,430.344,411.96506
2389.623046875,2221.9062,2183.4502,2189.4521,2214.3484,2118.7642,2113.874,2161.666,2151.8853,2325.0483,2418.854,2591.0635,2879.8809,2970.1301,3037.7058,3082.6082,3059.0457,3046.1528,3088.3877,3036.372,2861.2085,2718.0547,2634.4185,2462.4226,2401.7378,2232.7983,2189.2297,2156.998,2215.0154,2159.443,2113.874,2185.2285,2217.905,2337.4963,2454.309,2583.2297,2805.414,2907.2224,3036.15,3098.613,3119.0635,3056.3782,3071.0493,2993.4705,2850.9834,2726.6128,2645.7554,2544.197
1952.921875,1824.7452,1795.9309,1646.0105,1683.8562,1604.2083,1597.1553,1550.3643,1486.0266,1621.7549,1591.3064,1748.3658,1906.1134,2054.3997,2134.2195,2198.3853,2281.6455,2320.6956,2303.149,2352.0042,2271.84,2188.9238,2145.9172,2128.8008,1960.9413,1859.2365,1773.9977,1701.7468,1716.369,1599.9076,1600.5957,1529.033,1566.5347,1548.2999,1644.2903,1777.2661,1909.382,1991.6532,2150.7341,2232.9624,2269.2598,2284.398,2336.522,2295.0637,2295.0637,2223.845,2172.7534,2135.7678
