V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
3783.152099609375,3718.8708,3760.6626,3671.7664,3827.423,3594.5247,3713.0269,3765.8865,3699.48,3744.902,3484.2346,3588.4817,3583.0032
743.7977294921875,730.0082,748.9159,742.57104,745.4051,750.26953,767.7814,737.02985,745.0244,758.94086,736.353,759.7022,732.37695
7355.87158203125,7270.931,7580.8994,7561.883,7572.025,7248.7456,7311.4995,7455.3906,7544.768,7350.1665,7170.144,7435.74,7426.866
1128.829833984375,1115.2103,1085.4451,1133.6626,1116.2538,1101.7556,1090.5524,1088.795,1072.8141,1092.3647,1059.222,1046.8931,1089.0148
2661.238525390625,2604.656,2700.6003,2649.2659,2652.218,2686.0037,2757.1829,2619.7446,2650.25,2728.9736,2636.1453,2721.9211,2620.7288
1490.44921875,1385.3894,1587.0237,1502.5715,1532.8773,1592.6807,1719.9648,1425.797,1520.351,1676.7286,1431.4541,1647.6351,1411.2502
5206.46875,5168.2627,4527.896,5093.5117,4882.548,4681.551,4510.454,5163.2793,4862.6143,4870.0894,4814.4414,4882.548,5417.4326
663.1197509765625,650.45557,654.67694,650.4847,675.5692,643.2792,666.06744,651.64923,649.75684,655.4921,611.1238,627.398,621.5754
3414.044189453125,3332.1755,3419.8918,3391.7163,3450.4597,3418.0312,3541.366,3367.5278,3373.3755,3474.6482,3264.1287,3415.3733,3249.5093
879.314697265625,855.72473,869.844,866.36847,882.0951,837.2177,837.3915,863.76184,862.45856,865.6734,794.66455,834.65454,831.9176
4446.267578125,4387.2656,4446.634,4575.2656,4514.065,4404.856,4270.361,4452.131,4418.782,4447.7334,4374.8057,4503.437,4546.6807
1318.329833984375,1274.869,1340.3947,1333.1735,1337.8539,1352.5637,1394.9547,1304.2887,1327.2896,1361.9244,1278.8809,1359.7849,1283.695
1240.0166015625,1222.7592,1190.0579,1238.9174,1214.5151,1205.7214,1175.8232,1231.4978,1210.7229,1213.5808,1202.9186,1221.55,1245.8424
1005.9872436523438,978.39087,1016.38446,1004.3353,1028.8223,1022.60333,1065.9413,992.57776,1006.3759,1033.4865,969.9371,1025.6156,973.24084
17605.388671875,17064.918,16758.844,17489.266,17357.375,16412.27,16353.85,17211.863,16849.16,17651.264,15363.585,16039.889,16758.844
2892.480712890625,2890.4856,2891.9724,2893.5005,2905.3142,2887.0586,2891.7632,2893.5005,2890.5078,2887.943,2867.5046,2873.7363,2873.1611
3090.52685546875,3078.5322,3101.1743,3093.9165,3095.3508,3102.7822,3115.3853,3083.5735,3092.6562,3109.9963,3085.2249,3107.5627,3082.8782
5757.47509765625,5741.8677,5717.381,5761.027,5734.2793,5726.8525,5711.73,5717.9727,5711.2993,5721.417,5691.064,5682.345,5727.929
5752.03076171875,5736.5513,5711.9346,5755.3633,5728.6504,5721.1255,5706.291,5712.3647,5705.6997,5715.858,5685.49,5676.864,5722.093
6210.54443359375,6210.7495,6214.228,6219.769,6219.9805,6212.191,6211.147,6213.1846,6220.825,6211.4453,6203.3823,6204.5938,6205.749
6216.28369140625,6216.178,6219.4146,6222.005,6222.1353,6216.6626,6218.216,6216.3584,6223.8374,6216.731,6205.223,6208.563,6208.109
6213.69384765625,6213.8926,6217.1753,6221.2964,6221.5815,6214.668,6215.0527,6215.27,6222.7607,6214.457,6204.7695,6207.022,6207.168
5746.52001953125,5731.378,5706.409,5749.7417,5723.0547,5715.43,5700.771,5706.7314,5700.1265,5710.2754,5679.937,5671.3994,5716.1816
2895.017822265625,2880.1445,2900.218,2893.1267,2896.1814,2900.4727,2910.8003,2886.9084,2896.0361,2908.2546,2884.799,2904.7273,2885.6719
3350.58984375,3360.4966,3343.404,3369.1125,3351.9502,3351.741,3336.9507,3359.6943,3358.5432,3359.4502,3343.3691,3356.8687,3373.6475
2893.764404296875,2878.8936,2898.9639,2891.8738,2894.928,2899.2546,2909.5806,2885.729,2894.8916,2907.0718,2883.5476,2903.5452,2884.5657
3085.28466796875,3091.8674,3065.4412,3081.8503,3075.5537,3085.0464,3067.5876,3094.4434,3082.4705,3068.8757,3101.7893,3060.7664,3068.828
3217.875244140625,3204.6545,3229.3193,3221.924,3221.8413,3230.4348,3241.879,3213.5784,3224.7747,3238.1194,3215.9746,3236.9211,3219.6104
3219.29541015625,3205.993,3230.656,3223.2612,3223.1787,3231.7715,3243.256,3214.9163,3226.1118,3239.4553,3217.395,3238.2573,3220.9478
6743.19482421875,6747.165,6695.034,6694.3726,6701.5566,6702.7383,6689.8354,6744.802,6716.775,6731.0957,6733.459,6728.118,6734.026
7139.326171875,7119.2227,7154.7793,7139.9263,7137.976,7149.9785,7185.835,7131.525,7145.0273,7166.4062,7132.875,7171.657,7131.675
1853.4742431640625,1821.7039,1784.7864,1859.1538,1819.3965,1802.8014,1776.7994,1800.139,1784.0764,1790.7322,1752.8385,1737.3083,1808.3035
2504.4599609375,2500.377,2509.938,2505.719,2505.651,2509.0364,2515.28,2502.1123,2505.821,2512.9663,2503.8474,2512.49,2503.8816
4882.8955078125,4882.6455,4781.2017,4885.6475,4835.1133,4835.4883,4792.8345,4873.639,4854.6265,4837.865,4829.6094,4841.7427,4904.66
2707.087890625,2616.7756,2535.7454,2738.1956,2639.8555,2648.8867,2517.6829,2594.9502,2576.8877,2559.327,2509.655,2459.9834,2712.607
2377.13134765625,2382.9077,2323.7693,2410.8682,2337.3257,2388.7676,2311.751,2357.082,2355.8054,2394.544,2436.2334,2351.4941,2414.8862
3516.1826171875,3477.6997,3544.2563,3517.76,3511.1357,3539.2095,3607.3433,3497.5723,3534.1626,3567.1252,3495.9949,3582.5815,3503.25
2199.611572265625,2407.348,2292.5464,2424.899,2380.5896,2545.743,2269.5283,2438.422,2354.6946,2376.5615,2477.2646,2248.2368,2499.1318
9057.5634765625,9079.476,9031.034,9044.991,9048.365,9065.128,9044.53,9062.429,9062.429,9062.997,9088.496,9063.21,9054.402
10845.5634765625,10784.96,10725.562,10953.504,10818.729,10873.905,10671.29,10787.07,10799.733,10679.129,10664.657,10558.826,10823.251
7153.7177734375,7144.8896,7096.4565,7182.426,7127.109,7137.234,7071.0513,7148.1616,7130.5664,7140.4443,7128.3438,7129.8257,7173.659
6180.95556640625,6185.9097,6141.5947,6127.2754,6135.962,6169.1475,6141.7305,6191.203,6148.9917,6169.6904,6203.69,6157.9497,6169.894
13792.009765625,13787.895,13579.906,14020.571,13855.603,13780.787,13563.447,13701.108,13677.915,13774.802,13362.754,13565.317,13787.5205
19268.3515625,19246.422,18998.178,19527.996,19324.053,19257.387,18981.512,19137.65,19126.686,19240.281,18769.232,19012.213,19276.684
7429.794921875,7426.651,7372.278,7375.779,7381.709,7390.4976,7367.3477,7403.644,7388.7827,7387.568,7418.2197,7383.138,7383.8525
13219.224609375,13313.0205,13143.871,13136.143,13151.775,13224.845,13190.066,13223.439,13218.873,13222.737,13337.61,13203.943,13225.196
6983.25927734375,6963.9424,7008.83,6993.2344,6986.901,7006.059,7033.5303,6975.026,6990.8594,7015.0054,6976.6094,7018.4883,6981.2007
6978.13916015625,6958.173,7007.2705,6990.0864,6984.522,7003.425,7032.392,6970.1196,6985.831,7014.0625,6972.902,7016.3535,6976.666
2614.620361328125,2612.2603,2617.7937,2616.1477,2615.6519,2617.5261,2621.3738,2613.7083,2615.3345,2617.7046,2613.0735,2619.1226,2614.0254
1952.74658203125,1923.2197,1994.005,1977.0007,1979.5052,1999.2776,2031.5725,1940.6195,1967.3782,2015.7546,1935.3469,2008.7684,1932.7106
1952.7454833984375,1923.2227,1993.9983,1976.9963,1979.3688,1999.4021,2031.5608,1940.6201,1967.3751,2015.7451,1935.0846,2008.7598,1932.7122
1952.74658203125,1923.2197,1994.005,1977.0007,1979.5052,1999.2776,2031.5725,1940.6195,1967.3782,2015.7546,1935.3469,2008.7684,1932.7106
4060.04931640625,3952.2886,3792.619,4061.3633,3914.5066,3920.4204,3764.3645,3756.4795,3799.518,3782.1055,3702.599,3649.0474,3899.0654
24268.345703125,24092.135,24089.8,24176.885,24129.186,24095.928,24127.145,24072.297,24277.098,24214.666,23984.484,24201.537,24164.777
692.4625244140625,673.2256,721.6524,699.8227,691.7934,713.7067,746.6604,683.76404,697.48083,723.3252,682.42584,723.49243,687.61145
3986.398193359375,3975.3726,3805.9617,3750.6223,3793.24,3842.4307,3823.7722,3963.499,3830.345,3881.232,3935.9353,3817.1992,3856.8486
3903.775634765625,3911.0332,3744.1064,3668.4739,3746.3984,3778.867,3764.7336,3883.1484,3757.476,3820.6943,3885.0583,3778.103,3804.46
1363.83544921875,1321.2937,1363.683,1426.3522,1419.1855,1360.176,1269.5269,1385.9451,1366.1227,1368.105,1302.0813,1328.4602,1371.1545
1445.5931396484375,1429.4395,1324.8584,1324.1621,1341.2905,1392.9545,1352.988,1456.4551,1370.8129,1394.6255,1469.8237,1374.4335,1329.1753
24794.759765625,24828.238,24744.18,24948.666,24800.54,24801.262,24658.916,24758.148,24729.848,24833.055,24607.252,24726.236,24765.133
4422.560546875,4421.3794,4423.864,4422.706,4422.3877,4423.2964,4425.045,4421.4795,4422.488,4424.677,4421.997,4423.891,4421.6885
5844.404296875,5993.1846,5797.2065,5792.6543,5928.4976,6031.518,5929.935,5954.8516,5934.7266,5865.4873,6034.872,5841.2896,5931.3726
5855.26171875,6005.7246,5807.9736,5802.003,5938.3745,6039.638,5938.3745,5964.6455,5946.972,5878.1895,6049.1914,5854.5454,5942.6733
17313.044921875,17446.404,17213.697,17201.707,17229.113,17325.28,17277.318,17339.717,17315.002,17319.65,17498.77,17270.467,17326.502
17328.234375,17465.795,17235.072,17223.67,17254.725,17346.916,17297.424,17363.898,17334.543,17342.549,17523.05,17289.902,17344.248
1089.79248046875,1090.9392,1088.3428,1089.205,1088.6962,1089.9653,1088.9774,1089.9829,1089.9829,1090.8319,1091.9851,1089.9062,1090.206
12017.009765625,12011.403,11946.178,11946.411,11958.09,11975.024,11970.002,11994.002,11977.01,11982.557,12015.141,11974.44,11969.01
1266.58447265625,1267.3065,1256.8213,1273.4517,1262.9263,1261.6748,1252.5935,1265.0442,1258.5621,1263.9852,1255.2089,1260.8566,1260.5035
1886.3817138671875,1896.7369,1879.1282,1880.5659,1878.4496,1885.7031,1884.75,1888.7726,1886.5756,1884.8632,1898.0616,1888.3525,1885.4286
20116.642578125,20224.11,20040.145,20048.682,20030.436,20108.273,20100.74,20137.734,20115.973,20100.74,20234.154,20130.871,20097.059
23701.119140625,23577.494,23853.43,23797.273,23764.953,23876.863,24006.549,23692.232,23760.912,23901.508,23687.383,23927.363,23743.137
1728.2259521484375,1734.3512,1724.088,1723.393,1723.9795,1729.0621,1727.8024,1729.8876,1728.8667,1729.1382,1735.8717,1729.0513,1730.1156
1821.4359130859375,1819.9908,1801.9769,1806.0381,1808.6543,1811.8185,1805.2657,1819.044,1814.3848,1811.5444,1821.5853,1808.7041,1807.6327
1545.78271484375,1540.5522,1519.2513,1543.6602,1528.1204,1529.5227,1511.254,1523.7616,1522.1697,1518.6449,1513.4144,1507.1605,1530.6218
11327.39453125,11351.184,11304.947,11301.198,11304.393,11332.069,11317.583,11335.263,11327.163,11330.079,11359.052,11326.469,11329.755
480.10906982421875,475.03497,487.79666,486.54343,484.78583,486.39056,491.5411,480.9344,485.13733,488.1176,477.6943,488.56082,480.3842
615.5906372070312,613.3524,620.9654,620.4934,617.08276,615.57544,626.65985,615.04254,620.5847,618.42267,609.0892,619.96045,611.7385
15618.947265625,15561.794,15677.077,15631.647,15610.643,15659.9795,15764.271,15597.942,15645.813,15700.28,15593.057,15713.958,15606.734
11503.7041015625,11514.153,11463.115,11443.315,11443.976,11473.18,11453.985,11483.079,11478.955,11483.685,11518.113,11471.53,11477.085
9737.0888671875,9761.131,9714.654,9704.369,9722.368,9749.624,9724.232,9747.889,9744.546,9739.532,9775.145,9745.253,9746.024
15779.8662109375,15758.028,15647.167,15671.96,15684.035,15687.632,15651.663,15732.85,15709.342,15697.395,15735.162,15689.944,15702.533
4161.13623046875,4162.905,4109.9595,4094.1255,4117.6416,4144.501,4133.8896,4158.9253,4152.68,4149.862,4184.4585,4141.3506,4139.3613
1062.0653076171875,1056.6027,1066.4354,1062.8636,1061.393,1065.553,1074.0621,1059.67,1064.7125,1069.734,1059.9222,1070.8265,1061.0148
9128.046875,9139.678,9112.867,9106.858,9115.889,9126.957,9115.994,9129.698,9127.871,9125.728,9145.44,9128.223,9128.434
2146.14453125,2151.5095,2142.7397,2142.3992,2143.0803,2147.2212,2145.8777,2147.7734,2146.7705,2147.1477,2152.853,2146.9268,2147.93
23628.84375,23616.533,23517.736,23635.307,23587.91,23595.295,23524.814,23622.996,23570.674,23560.518,23542.512,23525.738,23637.77
16017.2958984375,16052.831,15999.527,16013.111,16003.142,16042.833,16020.284,16042.779,16045.062,16041.529,16069.675,16039.845,16043.812
14263.017578125,14297.207,14248.174,14263.265,14253.295,14292.655,14268.361,14289.34,14296.119,14295.525,14317.444,14287.51,14293.299
7187.162109375,7169.9917,7150.9985,7191.2783,7171.0503,7181.164,7147.0,7176.2246,7165.8755,7154.174,7152.4097,7138.8853,7189.9844
1074.9072265625,1074.8815,1072.8846,1075.6295,1073.4453,1074.4926,1072.2029,1073.9181,1074.0356,1074.9298,1075.4651,1074.5579,1075.4148
9461.306640625,9473.696,9429.243,9418.555,9433.603,9449.236,9436.6875,9457.105,9452.4795,9449.821,9478.801,9452.958,9451.735
737.2409057617188,732.51105,738.5943,737.227,737.64557,738.1478,745.5147,735.8876,736.37585,741.8452,734.60394,742.3754,732.9296
10636.0458984375,10627.034,10532.506,10509.976,10527.706,10540.538,10556.212,10611.165,10561.306,10578.84,10597.647,10562.285,10556.506
11389.423828125,11387.862,11294.749,11308.706,11303.045,11288.697,11290.259,11362.876,11321.395,11329.203,11331.35,11319.442,11340.817
14288.703125,14202.423,14335.1,14339.44,14328.316,14403.744,14521.227,14291.959,14359.79,14420.023,14218.16,14397.504,14277.308
7015.39013671875,7049.016,6977.856,6971.7354,6977.9297,7010.007,7000.7896,7015.685,7011.3345,7010.007,7061.847,7009.122,7010.671
1727.3326416015625,1733.5054,1723.1885,1722.5123,1723.0686,1728.2052,1726.9619,1729.0339,1728.0198,1728.2924,1735.054,1728.2379,1729.2739
1047.94091796875,1049.8844,1034.7745,1042.5105,1040.0715,1040.1477,1032.126,1049.0079,1042.9487,1042.0532,1041.0624,1041.8627,1045.178
814.868896484375,810.079,791.3725,813.76855,800.53156,799.7872,786.16187,793.994,791.82556,792.214,783.96106,779.5919,800.79047
10343.5947265625,10367.007,10313.885,10307.302,10305.813,10339.244,10329.283,10343.308,10339.931,10339.129,10376.854,10340.274,10343.4795
378.78448486328125,379.55527,374.4914,376.73206,373.26352,372.44794,369.2214,382.38742,373.5593,377.16223,374.85886,376.96506,382.31573
486.13262939453125,487.26608,479.5604,477.35745,478.40866,479.05765,478.60974,487.04672,480.1454,483.9297,485.03574,481.3794,484.16736
8613.931640625,8603.562,8638.089,8627.719,8625.522,8636.869,8661.88,8616.859,8627.719,8641.2,8615.518,8647.728,8617.104
10913.4462890625,10929.724,10884.961,10867.073,10872.082,10896.767,10892.25,10905.129,10900.881,10898.823,10937.595,10900.523,10897.706
9461.4111328125,9476.641,9432.421,9424.659,9440.595,9460.705,9438.948,9462.881,9460.117,9458.823,9489.225,9461.47,9458.706
10894.02734375,10853.066,10762.351,10886.559,10818.973,10832.947,10763.916,10772.35,10780.662,10779.096,10748.496,10738.737,10826.924
3671.5419921875,3662.9973,3604.5996,3600.0776,3609.3435,3639.6938,3625.989,3659.0024,3665.4387,3658.2256,3680.9744,3643.9106,3650.3467
1042.2718505859375,1036.8536,1046.6064,1043.1471,1041.8134,1045.898,1054.3588,1039.9795,1044.981,1050.0242,1040.2712,1051.1703,1041.2716
8136.29931640625,8131.9185,8109.0303,8113.552,8115.602,8117.034,8108.2163,8124.336,8119.2246,8118.073,8126.3857,8116.4443,8118.607
2144.861572265625,2150.2803,2141.4497,2141.126,2141.7917,2145.9714,2144.6396,2146.5447,2145.5366,2145.9158,2151.649,2145.731,2146.6926
22352.341796875,22313.285,22256.127,22359.533,22303.986,22299.77,22246.207,22261.086,22260.217,22266.045,22217.938,22196.115,22313.037
13793.041015625,13818.541,13762.261,13750.799,13750.219,13787.246,13777.973,13790.658,13786.537,13783.962,13826.784,13783.382,13792.783
12045.9384765625,12069.51,12019.143,12009.409,12007.826,12042.597,12032.922,12046.29,12040.603,12038.434,12077.719,12038.316,12047.287
6065.763671875,6055.647,6042.44,6066.3496,6053.37,6054.476,6036.747,6043.0254,6044.912,6038.634,6033.494,6026.9556,6054.476
6264.76416015625,6308.9604,6169.8066,6130.2544,6127.5317,6215.444,6218.6465,6246.189,6238.1826,6231.9375,6339.3853,6248.4307,6246.5093
7008.091796875,6995.196,6972.2026,7005.5757,6988.6216,6990.1943,6973.7124,6973.3037,6970.85,6974.719,6963.3325,6961.225,6982.6455
359.02978515625,355.9936,360.09683,360.7569,362.40698,361.0099,366.44977,359.61282,359.82184,364.0131,355.83957,362.71503,356.4336
7889.04296875,7877.6235,7806.855,7828.8896,7829.694,7827.6836,7807.3374,7864.435,7844.8125,7828.488,7856.8755,7826.477,7834.921
8252.966796875,8242.573,8179.0464,8195.181,8198.128,8197.8955,8178.038,8230.783,8212.943,8197.43,8227.215,8195.879,8204.178
10903.22265625,10818.604,10995.659,10967.377,10949.211,11001.868,11074.3,10896.324,10941.394,11043.718,10895.404,11025.552,10939.094
5368.9228515625,5398.2305,5337.288,5332.32,5338.043,5364.835,5357.665,5370.432,5366.5327,5365.212,5409.2993,5365.967,5366.03
11259.9541015625,11304.991,11236.353,11236.492,11240.263,11272.452,11262.956,11276.782,11269.59,11273.291,11314.767,11272.662,11277.829
1021.6593017578125,1023.6355,1010.0679,1020.53815,1015.8636,1015.44556,1006.3624,1022.9514,1017.8588,1017.23175,1014.60944,1017.17474,1021.8873
7947.56005859375,7899.76,7713.7256,7939.1626,7807.0654,7799.314,7662.3726,7738.9175,7718.5703,7723.092,7639.764,7595.8394,7809.6494
6713.6904296875,6727.723,6696.15,6689.7007,6689.594,6710.466,6703.5913,6713.6904,6709.651,6710.1113,6734.1724,6709.013,6712.6274
135.892822265625,133.64006,133.27393,136.5183,134.36217,132.95865,131.83482,133.8028,133.13155,133.79771,131.37207,133.4926,136.82341
234.9815216064453,234.86957,230.0605,230.10631,230.85947,230.48798,230.84929,235.09348,231.47015,232.57954,233.03754,231.73987,231.75513
4582.728515625,4571.6953,4607.829,4594.3135,4590.7275,4604.105,4634.1704,4585.211,4595.9683,4610.3115,4583.694,4618.1035,4584.7974
8123.36474609375,8113.2593,8080.9414,8079.0195,8086.747,8089.957,8068.28,8111.3174,8101.0137,8109.1772,8116.4297,8098.755,8116.1523
6239.5625,6245.028,6215.9805,6212.999,6222.7837,6233.6763,6219.267,6235.931,6233.141,6233.791,6251.7163,6234.0205,6232.377
8334.90625,8302.308,8240.766,8342.218,8300.4795,8282.91,8254.171,8247.265,8223.501,8253.866,8196.945,8181.712,8258.03
3002.688720703125,2974.5854,2946.557,2997.4568,2950.7922,2960.5337,2920.1958,2956.5225,2966.6128,2973.4893,2925.7346,2969.0793,2971.9446
8922.150390625,8872.245,8966.297,8933.283,8922.15,8962.074,9036.548,8902.188,8947.871,8997.392,8906.795,9006.797,8915.24
4536.00341796875,4521.15,4507.2017,4541.148,4521.476,4519.266,4505.499,4509.8105,4506.0786,4508.2886,4491.515,4483.6533,4521.4033
5435.931640625,5431.591,5413.6616,5421.626,5419.9272,5419.55,5413.5483,5426.382,5421.4185,5420.097,5423.872,5417.795,5419.6255
1424.4442138671875,1428.1267,1422.6459,1423.1006,1423.7673,1425.8435,1424.8029,1425.9747,1425.3687,1426.0,1429.0663,1425.5858,1425.7727
16247.537109375,16188.128,16134.066,16263.147,16194.776,16205.618,16127.128,16150.4,16159.073,16143.606,16106.892,16073.356,16224.12
9210.0576171875,9223.647,9189.154,9178.723,9178.323,9203.503,9198.428,9205.741,9203.104,9200.985,9228.283,9200.226,9205.781
8001.1630859375,8014.011,7982.8086,7972.5825,7971.796,7996.1064,7990.7124,7998.7656,7994.8325,7992.81,8019.1807,7992.398,7998.4287
11956.6015625,11960.24,11878.05,11916.163,11925.06,11915.3545,11891.9,11976.618,11913.534,11912.928,11913.534,11902.01,11943.863
4316.1142578125,4297.426,4282.5405,4319.589,4298.4585,4299.3506,4275.9194,4283.01,4285.17,4279.4883,4267.6084,4254.977,4302.497
3794.701904296875,3802.995,3788.3862,3790.4116,3791.73,3796.8953,3793.971,3796.6316,3797.878,3797.4585,3805.4878,3796.5955,3796.5476
24743.458984375,24868.719,24598.59,24617.967,24667.562,24758.223,24703.088,24770.91,24763.758,24752.916,24915.78,24725.926,24760.066
3752.990966796875,3738.995,3770.5989,3756.8286,3756.9417,3766.197,3790.7463,3744.7515,3755.5872,3777.2583,3750.5078,3777.8228,3749.4922
2613.272705078125,2609.2283,2622.3352,2617.9912,2617.6167,2617.6917,2638.1006,2607.0564,2620.912,2629.263,2609.3032,2623.4585,2610.951
2992.544677734375,2987.1587,3004.362,2996.8054,2997.529,2997.529,3019.556,2986.5154,3000.5034,3011.115,2989.2488,3005.6082,2991.4998
3635.58544921875,3703.735,3614.747,3599.7563,3655.4668,3717.982,3665.0354,3670.7766,3657.3806,3655.0415,3739.6707,3630.2695,3651.4268
1647.4197998046875,1651.8602,1640.9432,1640.0575,1639.7124,1645.6367,1643.4165,1646.4535,1645.6138,1646.0394,1653.4938,1644.0377,1645.3147
3556.46923828125,3568.3245,3545.345,3541.5015,3544.2083,3556.0364,3552.4634,3557.579,3556.0364,3552.7883,3572.0598,3554.8184,3556.4153
6020.97265625,6034.1377,5995.208,5990.4834,5991.6543,6011.523,6007.727,6015.0767,6013.502,6012.371,6040.518,6012.3306,6011.523
3628.802734375,3639.148,3620.3008,3617.1213,3620.4622,3631.3833,3625.4158,3631.9133,3631.7058,3628.8718,3643.2952,3631.199,3631.3833
3561.966796875,3528.7468,3604.165,3590.3982,3566.7551,3607.7563,3664.4697,3558.9739,3578.427,3606.559,3545.207,3630.0525,3546.105
2803.6689453125,2805.2864,2796.4856,2794.6516,2797.7593,2800.281,2796.0781,2801.784,2800.8032,2800.1409,2806.7766,2800.6377,2800.523
3224.64208984375,3234.436,3216.7603,3214.1685,3216.5903,3227.2551,3222.0503,3227.5952,3227.4253,3224.6633,3238.1326,3226.894,3227.2551
2543.19873046875,2536.585,2506.9688,2550.541,2521.522,2527.932,2510.3486,2542.2083,2535.5361,2539.5278,2530.758,2527.4656,2536.993
6733.140625,6718.0693,6603.818,6652.134,6650.0283,6648.698,6615.121,6701.89,6664.5454,6659.5586,6690.8086,6636.8413,6651.247
1487.736572265625,1482.376,1490.806,1488.169,1487.0017,1488.9038,1500.8788,1485.5319,1489.855,1494.2861,1485.8345,1495.7344,1485.4022
2708.72119140625,2713.8164,2703.614,2701.504,2703.1104,2708.0498,2706.719,2708.793,2707.918,2707.2585,2715.7585,2707.5461,2708.6133
7213.2412109375,7228.716,7186.4243,7181.061,7182.688,7204.273,7199.921,7208.0537,7206.2515,7205.1084,7235.838,7204.8887,7204.8887
8803.11328125,8798.558,8806.922,8805.086,8804.032,8807.058,8814.369,8802.025,8805.834,8810.373,8802.399,8812.227,8802.535
1294.8287353515625,1288.9318,1277.292,1293.423,1285.5204,1284.9718,1277.3778,1276.572,1274.875,1278.2863,1271.2065,1269.458,1280.6348
6100.27001953125,6094.332,6107.6807,6104.3926,6103.5093,6108.564,6116.4897,6098.749,6103.853,6112.0977,6099.1904,6113.0054,6099.7793
4585.08642578125,4598.4775,4574.5503,4571.696,4572.1367,4585.5796,4582.18,4587.604,4585.6836,4585.2686,4601.851,4585.761,4588.3047
4047.922607421875,4059.8882,4038.6694,4036.208,4036.5725,4048.5608,4045.4841,4050.407,4048.6748,4048.6292,4062.9878,4049.0623,4050.9539
1741.235107421875,1736.3623,1747.664,1745.5347,1745.3505,1748.5239,1754.2362,1739.4744,1743.2007,1750.6737,1738.7373,1750.1005,1738.5325
978.7168579101562,972.2896,986.3334,981.29785,979.1217,985.09344,994.45593,976.6419,981.7027,988.5348,976.23706,989.3192,978.3626
2313.568359375,2291.3506,2341.0845,2323.8228,2318.8665,2337.239,2366.3787,2304.6814,2322.7974,2351.168,2307.4158,2351.766,2312.0303
1994.58447265625,1981.4106,2005.898,2002.6296,1998.7076,2008.563,2026.9159,1991.3665,2002.0262,2013.8425,1986.4388,2018.0663,1992.0704
