V1,V2,V3,V4,V5,V6,V7,V8
3092.5615234375,3113.438,3075.1555,3078.1194,3098.4297,3119.016,3065.6377,3086.4773
2494.48974609375,2510.0188,2473.0588,2516.195,2491.215,2522.5479,2480.3135,2516.2341
4748.34912109375,4716.563,4735.037,4715.748,4780.6787,4739.1123,4753.7827,4772.257
8290.70703125,8356.471,8333.977,8347.098,8377.715,8428.014,8408.644,8416.454
7201.279296875,7281.7334,7203.733,7256.8096,7212.3853,7318.151,7247.6406,7281.604
10122.5654296875,10253.234,10205.88,10101.025,10179.711,10279.581,10214.959,10154.076
9213.416015625,9131.919,9157.438,9189.543,9298.205,9202.303,9227.821,9292.031
4517.7685546875,4511.861,4453.5615,4487.2974,4529.895,4497.403,4471.44,4592.2363
6400.0546875,6258.5317,6333.4697,6411.5103,6403.157,6264.379,6346.238,6437.7627
5386.14501953125,5427.618,6202.945,6051.0728,5477.8525,5605.63,6090.793,6094.298
5233.71630859375,5251.932,5259.3374,5266.5938,5280.219,5294.5845,5295.621,5302.878
1906.072265625,1906.6105,1908.1008,1909.8397,1914.1866,1911.7441,1916.5879,1917.4988
2113.36279296875,2109.2607,2106.633,2116.8877,2129.7063,2119.5156,2125.2197,2132.27
5424.30517578125,5448.489,5450.23,5463.773,5474.4136,5495.502,5490.665,5510.399
1283.189208984375,1290.5176,1280.2458,1279.5852,1295.5033,1297.1251,1288.9258,1289.0159
1920.521240234375,1916.5573,1917.9446,1919.0771,1926.099,1920.2947,1923.3809,1924.372
3391.70751953125,3416.3352,3425.251,3398.0654,3401.7925,3426.7124,3422.1816,3415.6775
9626.1953125,9707.588,9655.242,9694.699,9649.492,9714.924,9685.381,9705.208
1419.23583984375,1405.7288,1441.5925,1434.6643,1440.4863,1429.4827,1459.6991,1455.7401
8948.7607421875,9102.282,9017.131,9048.187,9033.41,9162.889,9100.028,9127.326
9275.2060546875,9489.137,9280.995,9390.855,9295.267,9525.218,9339.156,9445.516
1470.7337646484375,1495.3679,1494.6837,1464.4384,1487.1565,1503.4425,1502.9635,1476.1396
5781.78125,5786.792,5802.1523,5793.4863,5797.799,5793.0757,5798.538,5804.6167
2636.34375,2615.6501,2668.7742,2609.0095,2650.783,2635.7646,2681.0513,2618.1594
1659.282958984375,1656.046,1662.84,1664.8318,1670.5942,1666.8949,1675.5385,1678.1707
6911.44970703125,6934.561,6910.616,6944.568,6962.4375,6973.6357,6948.1416,6987.2163
2964.18994140625,2947.8765,3001.7256,2926.1885,2984.0154,2965.3896,3012.2065,2920.814
1475.8546142578125,1480.4888,1478.5282,1478.8134,1491.7533,1493.2505,1493.0365,1492.68
7326.3212890625,7390.5957,7370.7305,7288.976,7357.8706,7426.5103,7364.039,7282.5005
9462.080078125,9544.028,9570.073,9395.804,9522.341,9598.693,9575.5205,9413.939
1390.6591796875,1403.7443,1412.1741,1398.1244,1400.5569,1414.5647,1420.7717,1410.874
2861.077392578125,2896.3135,2930.375,2966.0024,3000.064,3022.3804,3042.7388,3065.4465
2101.411376953125,2127.578,2119.1123,2148.742,2133.0935,2151.9487,2162.7231,2181.9634
2997.4072265625,3064.4417,3129.3594,3170.2856,3238.026,3284.5972,3310.0,3339.6362
3264.926513671875,3302.9924,3351.6323,3397.629,3455.2566,3475.8757,3507.0686,3531.3887
4863.18603515625,4954.883,5015.0586,5063.056,5080.9653,5161.2,5202.0337,5234.9873
6393.92822265625,6529.7725,6626.1406,6715.542,6797.9775,6902.4727,6957.0425,7010.451
11027.294921875,11183.44,11312.03,11390.103,11553.902,11653.406,11708.516,11771.28
3242.5126953125,3276.0134,3319.5498,3289.5908,3299.9214,3329.1426,3376.9587,3339.7683
1104.2327880859375,1117.298,1115.7126,1115.2207,1115.2754,1125.6073,1120.9607,1128.2312
10748.970703125,10788.311,10814.242,10825.734,10845.479,10877.599,10891.153,10895.279
4950.97900390625,5006.6934,4910.3403,4962.1216,4948.521,4987.357,4946.2266,4983.4243
3987.345458984375,4014.5293,3985.1995,3990.5647,4064.2468,4076.0503,4055.3047,4077.481
5267.4677734375,5305.5234,5340.1587,5367.952,5413.7046,5437.65,5453.4707,5470.5747
3075.05224609375,3098.965,3119.889,3140.2693,3168.8018,3181.5732,3190.5405,3206.5732
1610.246826171875,1615.6775,1621.2406,1626.1414,1631.572,1635.347,1637.9299,1641.0426
13572.876953125,13618.961,13669.235,13715.319,13763.199,13794.321,13819.458,13848.785
17839.359375,17966.004,18083.117,18182.527,18298.28,18390.879,18442.627,18501.184
17394.263671875,17518.607,17633.592,17729.857,17843.504,17934.42,17985.227,18042.719
1704.352294921875,1718.37,1732.9133,1744.916,1758.408,1765.9425,1779.7849,1787.1442
6801.94482421875,6814.059,6814.201,6805.657,6803.3833,6815.498,6816.0664,6801.909
4519.97998046875,4528.622,4527.211,4521.8447,4518.445,4526.5195,4526.653,4520.056
2197.347412109375,2199.3943,2202.828,2191.801,2191.2068,2198.47,2200.0547,2187.311
3443.88916015625,3418.5596,3415.6997,3431.8372,3406.099,3422.8494,3419.581,3451.4473
12276.61328125,12234.818,12238.96,12267.2,12249.127,12237.077,12205.072,12268.706
34060.2890625,34659.07,35461.375,35178.21,35691.45,36251.887,36759.227,36481.96
1104.471923828125,1102.8282,1102.4479,1105.1375,1102.8826,1103.752,1100.8313,1105.545
2375.307373046875,2384.3452,2392.0786,2398.4143,2404.1912,2411.7383,2414.906,2418.633
3843.359375,3819.6511,3818.878,3858.821,3831.2476,3825.5781,3796.716,3857.275
8377.01953125,8307.778,8305.614,8397.936,8330.858,8310.663,8238.537,8392.166
8519.951171875,8261.504,8321.458,8529.625,8644.518,8310.471,8403.865,8531.417
1078.7955322265625,1076.3087,1076.8965,1078.886,1076.1278,1076.58,1075.4949,1077.2582
7218.783203125,7232.7227,7217.7915,7213.302,7218.94,7222.02,7214.189,7216.1206
1576.3438720703125,1583.7102,1589.8365,1594.9419,1599.9742,1605.9547,1608.7262,1611.4977
3998.35107421875,3997.0127,3993.1138,4009.0588,3995.0342,3986.1016,3990.6697,4005.9163
5927.86572265625,5927.556,5932.6167,5942.5312,5940.6724,5936.2314,5948.728,5959.3657
9059.40234375,9064.54,9039.431,8871.712,9051.55,9014.8545,9007.584,8935.558
21179.212890625,21242.604,21294.768,21329.766,21376.646,21420.229,21447.96,21473.053
2440.48193359375,2423.0044,2434.142,2441.3386,2434.8274,2420.434,2427.288,2438.94
1496.4180908203125,1507.3782,1511.6405,1529.2986,1478.76,1491.5469,1476.9333,1509.8138
6887.02734375,6852.5444,6865.741,6883.196,6854.673,6845.307,6824.873,6873.83
4259.7255859375,4272.935,4260.661,4274.0356,4260.7163,4277.173,4261.212,4274.366
2276.251708984375,2270.9822,2283.837,2287.1104,2269.8643,2259.0854,2278.4873,2290.0645
2289.82080078125,2288.745,2286.852,2291.0256,2286.2068,2287.9707,2283.582,2290.8105
6070.4365234375,6048.968,6054.4595,6066.1924,6051.464,6048.718,6023.505,6061.9487
1823.388671875,1828.7604,1834.0737,1838.2192,1840.2628,1845.2842,1847.7948,1849.6049
3730.800048828125,3783.6824,3814.345,3842.786,3861.4502,3900.5564,3926.3308,3942.3289
6236.81884765625,6230.0005,6269.8755,6266.187,6245.984,6237.21,6268.115,6272.027
2317.92822265625,2311.6055,2315.861,2318.1968,2315.5344,2309.8335,2314.7065,2319.951
3092.512451171875,3095.4639,3096.5706,3099.937,3100.6748,3102.335,3104.4102,3109.4368
2326.197021484375,2323.1694,2320.498,2326.9348,2322.4316,2320.651,2315.8677,2328.3086
5668.3662109375,5648.9243,5637.234,5673.068,5645.6206,5641.8086,5614.107,5676.7524
3914.709228515625,3913.0247,3918.9783,3923.0942,3912.4502,3909.9807,3916.0303,3922.0605
3377.9609375,3392.1365,3384.525,3393.114,3379.0085,3394.022,3387.004,3391.543
3259.80615234375,3259.3132,3269.6958,3272.5212,3259.2148,3251.3623,3265.2603,3277.154
1435.552734375,1460.5532,1458.5063,1463.3798,1456.9469,1483.4583,1479.7544,1481.8987
2427.3349609375,2423.2993,2436.1694,2440.9683,2418.9368,2409.7751,2427.0078,2441.5137
1591.1834716796875,1425.9564,1547.7723,1663.4788,1588.1288,1429.147,1567.3226,1686.6947
4074.16552734375,4094.7593,4104.45,4120.6025,4135.543,4148.8687,4153.512,4168.655
3259.677734375,3284.9624,3296.2,3313.0564,3328.04,3348.434,3354.6772,3365.2905
1489.3818359375,1511.9404,1534.2714,1549.7662,1557.7415,1578.7051,1588.2755,1597.1622
1681.131103515625,1683.7383,1678.9761,1683.5575,1680.1666,1681.1311,1680.1213,1683.678
3318.395751953125,3323.3223,3318.425,3320.2031,3322.5645,3326.6162,3325.217,3331.368
1783.9359130859375,1796.6005,1808.3118,1818.2528,1829.8279,1839.088,1844.2628,1850.1184
10313.6787109375,10329.559,10300.753,10328.728,10307.77,10313.401,10307.678,10329.189
1423.4752197265625,1409.4836,1422.109,1423.1454,1422.2032,1404.4901,1401.3102,1421.0255
6000.37890625,6034.713,6063.1045,6076.64,6105.692,6129.792,6148.94,6158.5137
1225.939453125,1235.0776,1241.9993,1247.0544,1253.1984,1259.809,1263.8531,1267.1195
1079.439208984375,1083.9037,1088.0029,1090.154,1093.1168,1096.4448,1099.1642,1100.3817
1134.5360107421875,1139.2285,1143.537,1145.798,1148.912,1152.41,1155.2255,1156.5479
7905.072265625,7917.955,7990.2104,7957.163,7925.5166,7938.3994,7994.971,8005.8936
3367.58740234375,3432.4844,3422.3376,3453.2007,3484.698,3528.2446,3532.8953,3543.8875
3392.538330078125,3463.1519,3454.2988,3482.9658,3530.6038,3576.5552,3576.9768,3587.516
10108.064453125,10191.221,10261.165,10315.566,10379.294,10439.913,10473.331,10516.074
1120.434326171875,1126.7915,1130.1359,1126.3734,1122.121,1129.0979,1130.0205,1128.2906
2807.399169921875,2815.7007,2861.3594,2840.9634,2818.9927,2827.5806,2868.3728,2850.1953
1053.205322265625,1046.7576,1053.4163,1053.6572,1052.9644,1052.2714,1056.0375,1056.9716
10543.4951171875,10669.207,10724.64,10795.91,10884.008,10974.086,11003.781,11053.274
6389.0224609375,6447.793,6495.152,6541.3696,6587.0166,6626.958,6652.064,6680.5933
9418.248046875,9429.993,9445.3125,9466.504,9482.334,9481.823,9498.93,9519.61
7643.865234375,7704.8037,7754.3906,7800.991,7848.1885,7890.6064,7915.6987,7943.7783
12063.49609375,12070.103,12099.758,12102.4,12095.794,12098.73,12123.102,12128.827
5971.37890625,6044.1426,6078.6094,6128.395,6153.014,6210.459,6229.06,6264.6216
18341.248046875,18475.914,18818.932,18933.27,19121.293,19182.273,19459.229,19497.342
12787.4833984375,13036.713,13274.901,13514.666,13729.193,13871.16,14069.912,14224.498
11781.0537109375,11881.066,11954.185,12008.813,12071.007,12152.529,12180.264,12208.839
10574.4716796875,10769.651,10698.609,10801.06,10911.736,11032.134,11021.665,11090.464
19420.75,19613.285,19793.396,19938.314,20095.654,20246.783,20325.453,20406.193
4136.42626953125,4086.1484,4167.592,4134.188,4225.4453,4154.6777,4237.1543,4206.5054
5813.77392578125,5842.026,5941.9946,6047.396,6126.7188,6131.0654,6223.4277,6278.845
6099.1220703125,5933.8047,6164.511,6225.4175,6174.003,5987.3286,6237.0186,6301.8804
4382.26806640625,4247.1206,4348.7515,4367.6724,4512.0103,4347.6704,4461.7354,4481.737
6054.427734375,6005.9414,6068.9736,6074.515,6019.7944,5974.0786,6020.4873,6060.6616
1854.5670166015625,1841.2527,1878.9668,1888.4393,1859.9044,1844.3026,1888.7325,1886.9143
2305.15576171875,2285.997,2363.535,2309.152,2306.21,2293.6084,2381.8901,2323.3528
7685.21923828125,7809.595,7819.051,7720.8594,7734.8604,7845.235,7857.9634,7784.138
981.748291015625,993.32245,1191.2316,1232.1288,1016.1189,1050.3029,1186.9811,1233.6222
2469.9189453125,2540.9282,2577.253,2515.3835,2508.2358,2536.1238,2564.715,2499.4475
1234.0560302734375,1239.137,1252.7404,1266.5078,1290.109,1288.7979,1299.9429,1307.3182
7523.7451171875,6713.5596,7028.5005,6780.754,7543.157,6645.79,7103.4097,6941.646
1491.670166015625,1413.4712,1435.9403,1414.4408,1505.413,1418.1505,1448.9242,1431.0502
1215.6212158203125,1220.0916,1224.3384,1227.5123,1230.6415,1234.2178,1236.0952,1237.794
1222.10107421875,1226.6039,1230.75,1234.0045,1236.9469,1240.6472,1242.386,1244.1246
1192.763671875,1197.3492,1203.6543,1208.2397,1212.4813,1215.5765,1219.1875,1221.6522
1227.8878173828125,1233.12,1237.7449,1240.828,1243.7711,1248.069,1250.0778,1251.6194
1235.1943359375,1241.5441,1246.9948,1250.7034,1254.9178,1259.8628,1262.5038,1264.3019
1236.0838623046875,1241.9053,1247.67,1251.6263,1255.8086,1260.3301,1263.2125,1265.021
1210.60791015625,1215.771,1220.4558,1223.5632,1226.9095,1230.973,1233.1243,1234.7018
1248.0810546875,1254.9307,1261.0121,1265.4932,1269.1421,1274.7754,1277.4,1279.9606
1251.4405517578125,1260.9303,1266.7871,1272.1992,1277.463,1284.7285,1287.7682,1290.8079
1242.967041015625,1247.3534,1251.0005,1256.7175,1260.2168,1263.4203,1264.8003,1268.743
1262.4615478515625,1266.9115,1271.8627,1276.3752,1279.5717,1282.2666,1285.651,1288.6594
1209.40478515625,1213.9224,1217.7944,1220.4565,1223.038,1226.6278,1228.2412,1229.8143
1197.2161865234375,1202.4033,1206.0009,1208.5526,1211.941,1215.9152,1217.7139,1218.7598
1198.452880859375,1203.0668,1207.2327,1210.5026,1213.9518,1217.5353,1219.4614,1221.1637
1227.50048828125,1232.7859,1237.4633,1240.597,1243.7776,1248.2211,1250.3726,1251.7758
1236.6236572265625,1241.9006,1247.4495,1250.8768,1253.5968,1258.1122,1260.6146,1262.2466
1225.777099609375,1231.5569,1235.8267,1240.3567,1243.481,1248.3755,1249.9376,1252.6453
1195.3980712890625,1200.8251,1204.7892,1208.0927,1211.3489,1215.8793,1217.3894,1219.2771
1215.087890625,1222.0226,1227.1833,1230.6238,1233.5804,1239.5476,1241.9667,1243.5256
1298.1563720703125,1307.2289,1314.236,1319.1041,1323.6035,1331.3483,1334.5199,1336.8064
1225.0882568359375,1230.4907,1235.9432,1238.7445,1241.4458,1246.148,1248.7992,1249.8496
1226.5968017578125,1231.2089,1235.2389,1238.6868,1242.7168,1246.0303,1248.1797,1250.0603
1232.8580322265625,1237.4348,1240.9316,1247.2054,1251.4738,1254.2506,1256.2048,1260.6273
1229.7020263671875,1234.516,1238.2416,1241.2974,1244.6462,1248.33,1250.2556,1251.8044
1177.494140625,1180.574,1182.7739,1184.8364,1187.2013,1189.5387,1190.4738,1191.6837
1225.600830078125,1230.5453,1235.193,1238.7529,1242.3129,1246.219,1248.2955,1250.1744
1238.34619140625,1243.3293,1248.2617,1251.9229,1255.1772,1259.3469,1261.5842,1263.364
1214.894775390625,1220.0544,1225.2141,1228.8774,1232.7987,1236.7201,1239.1967,1241.1573
1245.0804443359375,1252.5197,1258.8871,1263.237,1266.7676,1272.8828,1275.8458,1278.1785
1268.1395263671875,1273.8801,1277.672,1282.3065,1285.8878,1290.5223,1291.9442,1294.8936
1237.6849365234375,1242.3672,1245.3708,1249.6555,1252.8359,1256.4138,1257.5182,1260.4335
1232.0836181640625,1236.577,1239.2991,1243.706,1246.8601,1250.2302,1251.1807,1254.3347
1256.0477294921875,1260.9465,1264.6768,1268.317,1272.227,1275.5978,1277.7101,1279.7773
1194.3133544921875,1196.9973,1199.0687,1201.6361,1203.795,1205.8665,1206.625,1208.4047
1187.985107421875,1190.5935,1192.4331,1195.069,1197.0183,1199.0227,1199.6267,1201.5212
1183.372802734375,1185.8224,1187.5914,1190.422,1192.1638,1194.1234,1194.6678,1196.7635
1368.0252685546875,1378.1198,1384.159,1392.0104,1398.2223,1406.0735,1408.6619,1413.5797
1711.927490234375,1717.7782,1706.3196,1726.0691,1710.2177,1720.5591,1700.6958,1727.9436
1683.561767578125,1686.3414,1689.0632,1696.5916,1693.5803,1694.0436,1699.1975,1705.4519
1622.5028076171875,1633.7719,1648.6407,1656.3099,1660.8489,1668.6746,1679.3176,1685.8912
1684.8612060546875,1690.5796,1696.7744,1702.4133,1710.832,1714.6442,1717.7417,1721.6333
2409.81103515625,2425.5664,2442.7705,2455.8096,2466.1318,2480.0764,2489.8555,2494.745
1245.260986328125,1295.3975,1335.9843,1367.4987,1389.4633,1430.5275,1442.9423,1463.9519
4893.04736328125,4803.742,4902.9697,4963.334,5029.486,4883.951,5041.889,5160.1357
1519.12451171875,1551.1703,1581.5867,1559.3175,1595.1653,1629.3838,1643.7772,1656.2697
18515.150390625,18759.395,18960.107,19134.22,19368.791,19540.486,19644.47,19731.527
11012.6953125,10885.089,10971.41,12157.4,11798.977,11971.621,12056.066,12448.269
12171.7001953125,12841.428,7622.561,11493.239,12065.204,12382.793,7570.927,11567.844
2195.21435546875,2117.2112,2492.3684,2581.5146,2332.0288,2210.691,2690.1616,2494.8447
6673.62353515625,6469.508,6419.6133,6641.872,7267.826,7045.5674,6991.1367,7372.152
1271.185302734375,1073.3456,1467.9424,957.1498,1487.97,1009.92505,1521.1688,1014.3456
10444.4892578125,10938.66,10850.109,11267.154,11447.111,11629.926,11855.588,12138.379
14689.8984375,15004.443,15126.871,15285.085,15134.404,15426.348,15482.853,15671.202
6511.90185546875,6775.8267,6524.121,6987.5986,6447.2363,6780.163,6682.95,7506.549
6972.33837890625,7210.912,7089.087,7089.087,7149.9995,7355.5786,7139.8477,7226.1396
10875.1982421875,10949.855,11000.057,11049.613,11101.744,11155.163,11177.688,11211.156
1505.373291015625,1524.9277,1399.4006,1448.6022,1535.6511,1598.7301,1501.5885,1586.7451
10839.3505859375,10911.843,10939.904,10997.197,11042.797,11100.09,11111.782,11149.198
16930.845703125,17351.75,17746.346,18123.406,18355.78,18724.07,18877.525,19101.13
3722.79638671875,3817.938,3907.4277,3978.0776,4041.1914,4119.377,4159.883,4196.6206
12719.7880859375,13192.666,13426.087,13550.847,13297.303,13790.304,14088.116,14253.121
9790.1806640625,9848.134,9722.662,9872.891,9894.834,9919.591,9840.257,9971.355
11557.75,11502.866,11286.181,11515.163,11564.948,11507.665,11318.871,11565.248
16656.2734375,17138.771,17367.219,17670.504,18040.746,18403.113,18517.336,18698.52
30395.828125,31510.523,31764.275,32960.535,33495.227,34283.668,34383.355,35325.863
25185.07421875,25848.615,26421.967,26872.918,27362.521,27890.777,28148.465,28380.383
16668.12890625,17150.906,17378.557,17680.781,18049.732,18406.91,18520.734,18705.21
4899.98974609375,5067.5547,5104.791,5073.9995,5201.463,5300.283,5378.337,5331.075
10850.5751953125,10922.626,10936.47,11010.724,11071.133,11118.957,11121.475,11176.221
11486.943359375,11594.211,11643.121,11767.618,11862.103,11938.801,11969.926,12052.183
8033.36669921875,8060.944,8184.8564,8114.9946,8197.358,8181.915,8295.9,8267.22
11266.4736328125,11166.172,11191.531,11364.884,11458.751,11252.848,11369.426,11511.741
12903.37109375,12992.971,13121.132,13127.9375,13090.51,13164.23,13291.258,13319.612
6030.3212890625,5888.232,5895.5054,5814.979,6003.566,5919.1436,5873.685,5811.3423
7566.203125,7558.3726,7424.5386,7466.5396,7768.3784,7653.053,7587.5596,7645.9346
13439.4794921875,13877.008,13972.642,14211.728,14570.356,14905.076,15048.528,15201.543
2485.198486328125,2492.315,2463.7751,2464.294,2483.1228,2474.1533,2459.9946,2476.5996
10743.875,10802.961,10821.517,10863.022,10906.482,10950.43,10959.708,10986.564
11118.2568359375,11151.322,11160.14,11242.583,11349.715,11320.617,11376.168,11429.954
8065.294921875,7868.371,7941.6846,7989.992,8110.6187,7957.5977,7939.9795,8030.343
1570.6875,1526.7078,1531.3027,1585.5662,1595.1936,1578.5645,1550.5575,1591.0364
9627.138671875,9396.613,9487.273,9593.818,9715.086,9550.038,9502.384,9631.4
9478.3505859375,9401.527,9413.421,9534.637,9449.446,9388.39,9415.771,9554.119
7452.97265625,7513.827,7615.6206,7717.414,7770.5234,7813.6753,7885.594,7935.385
5725.017578125,5801.863,5880.9775,5705.239,5806.0776,5855.038,5930.9106,5748.687
2961.294921875,3124.0142,3107.1938,3128.402,3182.52,3313.4268,3286.368,3295.875
477.99127197265625,476.75787,485.39154,477.99127,452.09015,461.54608,455.3792,467.713
1785.4080810546875,1699.8951,1742.6516,1772.6967,1726.4735,1699.8951,1668.6946,1735.7181
3786.1767578125,3816.8171,3812.8594,3806.2207,3806.2207,3818.349,3824.222,3825.3708
13988.5126953125,14059.8955,13943.212,14004.985,14085.978,14114.119,14059.209,14152.556
5782.39501953125,5902.0967,6079.846,5883.7417,5683.8037,5809.6006,5967.896,6014.286
835.072021484375,846.79626,838.15045,845.4863,835.00653,854.45966,845.6173,853.8701
25741.609375,26002.186,26779.967,26337.777,26550.975,26685.21,27715.672,27241.896
11175.0078125,11292.276,11348.068,11379.064,11490.649,11559.874,11628.064,11627.031
1425.6968994140625,1439.7163,1462.5798,1431.0688,1435.3926,1446.0055,1465.0038,1431.0688
12659.3056640625,12452.419,12611.873,12299.598,12971.581,12846.908,13040.351,12976.699
11486.880859375,11661.145,11421.663,11390.111,11565.827,11630.516,11426.681,11462.061
4070.064453125,4145.1035,4197.5977,4240.6694,4309.3154,4349.6953,4393.4404,4416.995
1275.887451171875,1289.082,1301.5594,1315.9014,1321.2079,1333.3986,1339.1354,1347.0234
11261.8017578125,11377.762,11447.06,11500.65,11592.125,11672.512,11715.938,11737.189
8261.498046875,8169.276,8225.772,8234.251,8286.996,8173.1045,8208.425,8259.925
6879.38525390625,6946.598,7028.1494,7085.5044,7130.3125,7176.0176,7238.749,7261.1533
5076.4052734375,5123.9565,5202.3164,5248.5283,5286.703,5312.1533,5373.7695,5405.917
4406.47216796875,4402.015,4489.035,4517.052,4537.4272,4513.656,4604.921,4622.3247
3458.6923828125,3465.6516,3468.0723,3470.6064,3469.5852,3474.1995,3479.7214,3485.773
2313.14306640625,2377.79,2413.899,2461.0737,2512.3254,2558.3354,2569.9834,2606.675
9837.5849609375,9599.497,9600.131,9746.5625,9875.91,9609.113,9623.768,9762.484
15980.8046875,16441.604,16831.188,17065.775,17350.633,17761.162,17953.86,18012.506
6529.54931640625,6667.1836,6748.63,6841.417,6845.541,6956.8853,7014.6196,7100.19
2320.26123046875,2350.6836,2379.8516,2404.315,2427.2102,2445.0874,2464.8462,2483.3506
2080.7138671875,2106.204,2130.586,2154.968,2166.0505,2184.768,2200.7764,2216.2922
3064.001220703125,3116.3276,3149.626,3173.9392,3236.3079,3263.2637,3281.763,3305.019
1855.2017822265625,1885.135,1895.4917,1920.7518,1920.7518,1951.8218,1947.7802,1970.5143
4427.376953125,4470.769,4438.3545,4460.742,4437.404,4456.6797,4407.2363,4464.891
12391.919921875,12539.665,12526.955,12700.119,12676.289,12757.311,12793.85,12947.949
7905.16845703125,7878.4175,8122.276,8025.774,7924.1323,7831.064,8141.487,8136.908
3317.615478515625,3410.6543,3447.3928,3468.8633,3554.7454,3591.0068,3661.1436,3655.4182
7247.87646484375,7251.7305,7238.825,7253.881,7246.5024,7258.0635,7243.9634,7268.967
7330.15673828125,7416.699,7470.972,7520.844,7582.4507,7641.1235,7683.6616,7712.2646
2195.0205078125,2209.8186,2228.363,2248.7808,2256.0862,2268.262,2278.939,2290.3655
9981.97265625,9781.774,9838.396,9962.56,10070.546,9941.934,9856.191,9991.275
3260.367431640625,3321.0972,3341.4321,3357.37,3416.726,3460.6934,3468.9373,3479.9292
12231.2626953125,12498.734,12696.95,12854.567,13019.349,13250.998,13351.301,13411.004
10423.03515625,10592.024,10697.174,10862.408,10926.249,11038.908,11119.648,11228.553
15779.6103515625,15452.151,16281.838,15921.265,15871.594,15661.873,16274.479,16252.402
9632.177734375,9401.38,9491.607,9598.487,9720.082,9554.729,9507.484,9636.05
9040.6494140625,9070.484,9199.371,8872.38,9016.781,9111.656,9292.158,8897.441
26502.40625,26704.074,26958.941,27219.996,27118.543,27331.346,27534.25,27742.104
7123.7763671875,7187.287,7219.3916,7340.8296,7272.4336,7293.371,7358.9756,7462.9653
8306.71484375,8459.245,8426.75,8493.067,8463.225,8611.775,8579.28,8634.987
3408.663818359375,3413.481,3436.8252,3499.0767,3510.1929,3511.675,3531.6846,3574.6675
1442.262451171875,1457.158,1431.0205,1473.7399,1468.1189,1475.7073,1481.6093,1567.6101
7991.35302734375,8048.732,7896.6777,8273.553,8049.7754,8057.5996,8023.694,8468.641
8746.3583984375,8927.913,9025.952,9202.06,9303.7295,9459.866,9492.546,9610.557
7658.3310546875,7901.362,8069.117,8016.0664,7990.258,8188.1235,8325.77,8287.057
2510.8759765625,2550.2395,2549.771,2619.5942,2607.879,2628.9666,2638.8076,2703.9448
1001.7398681640625,1020.9207,1021.6879,1040.5619,1039.1809,1057.2876,1053.6049,1070.7909
8711.5,8971.617,9152.059,9266.885,9470.76,9632.454,9794.148,9841.016
15571.0849609375,15824.867,16080.571,16182.469,16280.5205,16372.805,16699.645,16765.012
12907.4765625,13024.814,13081.424,13184.353,13273.899,13348.008,13386.091,13456.082
