V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
1313.382568359375,1310.832,1317.1102,1315.9331,1308.8701,1312.794,1316.5216,1309.6548,1311.4207,1319.6608,1324.7617,1334.5715,1334.3752,1329.8628,1343.4001,1347.3241,1344.9697,1330.2552
3071.317138671875,3081.8477,2859.5857,2952.3396,2948.5447,2929.416,2928.221,2995.0266,2902.0813,2990.4333,3048.6128,3120.6091,3088.0464,2991.2737,2921.294,3006.6028,2884.3438,2911.006
5643.94677734375,5604.96,5632.251,5654.3433,5534.7837,5558.176,5593.2637,5551.6777,5573.7705,5642.6475,5634.8496,5684.2334,5711.524,5645.246,5712.8237,5759.608,5712.8237,5608.8584
1239.611328125,1177.287,1154.2664,1122.5426,1008.1409,1022.178,1007.86017,1018.94946,1112.857,1212.941,1228.3818,1279.7573,1235.4003,1190.4818,1160.1619,1142.756,1062.1835,1040.2856
1210.951904296875,1167.0173,1194.516,1214.9556,1198.5197,1216.6414,1198.7303,1177.6586,1191.7766,1217.2734,1211.1626,1259.2062,1250.7775,1232.2344,1227.8093,1258.7848,1249.0918,1242.7703
1095.8544921875,1026.8389,1031.8794,997.1131,873.6218,849.77655,814.97797,836.82,966.9996,1071.0398,1079.8284,1148.0685,1114.2069,1063.6731,1034.5935,1012.493,943.21893,877.3699
878.8328247070312,912.7352,904.6731,886.68823,863.6388,852.7859,747.0476,741.67285,785.39453,796.7643,854.64636,915.62933,906.32684,927.8259,937.3351,933.2007,894.5437,884.7244
3443.19189453125,3464.2476,3485.4272,3431.1777,3544.7551,3476.2617,3531.3784,3546.9846,3515.7725,3479.8538,3476.5095,3492.487,3448.3938,3552.1865,3508.4648,3483.8171,3577.2058,3544.7551
2127.326416015625,2149.4097,2171.0183,2192.1519,2197.8508,2181.7036,2184.5532,2168.4062,2149.8848,2151.5469,2184.3157,2216.3723,2230.1448,2275.9736,2296.6323,2310.88,2315.154,2298.532
4987.2685546875,4987.722,5093.9014,5102.976,5124.3027,5156.0654,5317.149,5393.38,5454.1836,5355.2646,5331.6694,5309.889,5328.947,5250.901,5262.698,5367.062,5446.0156,5416.068
2900.56396484375,2862.7595,2886.3538,2857.6653,2944.1772,2940.96,2961.6943,2924.873,2938.1,2919.332,2971.7039,2960.8005,2919.8682,2918.9744,2898.7764,2886.175,2965.4478,2992.617
6397.03955078125,6405.927,6304.9385,6397.0396,6427.336,6413.1978,6420.065,6479.244,6374.8223,6375.226,6473.7905,6306.554,6356.644,6362.3,6310.9976,6319.885,6380.8813,6420.4688
6431.13818359375,6305.954,6269.719,6140.9746,6047.8223,6193.011,6449.5547,6376.5317,6236.447,6157.6064,6128.911,6232.5205,6335.1665,6229.023,6250.9907,6130.9097,5983.0083,6106.355
2555.25537109375,2588.805,2672.6787,2881.7183,2821.071,2879.1377,2831.394,2822.3613,2744.2942,2768.166,2661.0654,2541.0615,2574.6108,2624.935,2662.356,2849.459,3041.7239,2978.4958
7317.3994140625,7198.4453,6763.951,6330.3955,6240.867,6256.832,6375.4727,6361.386,6597.4155,6707.6045,6780.229,6995.5977,6807.15,6655.6406,6456.2363,6190.1553,5925.0137,6070.106
6809.45263671875,6539.929,6675.861,6654.8975,6720.0176,6782.134,6554.8535,6736.0957,6637.791,6480.485,6672.2407,6729.045,6517.037,6633.902,6691.876,6607.5317,6767.589,6817.168
3485.821044921875,3374.3303,2965.2485,2803.961,2629.247,3331.3318,3589.4937,3959.316,3809.7554,3616.3464,3187.38,3039.179,3502.6465,3491.7693,3217.5894,2768.6104,2893.1875,3375.35
4132.62939453125,4132.213,4211.924,4167.4316,4149.5093,4182.8525,4160.971,4120.9595,4222.7603,4183.8945,4156.3867,4201.817,4113.457,4120.9595,4187.4375,4176.3926,4041.144,4160.346
3805.78955078125,4014.4937,3824.2893,3788.0862,3699.3242,3736.0786,3691.7283,3808.73,4018.7205,3993.3599,3782.2666,4038.9353,3940.6172,3852.3145,4015.8413,3896.6343,3581.4648,3628.5105
7590.771484375,7733.6094,7719.4814,7642.3237,7560.647,7497.443,7384.221,7477.2085,7460.612,7507.7876,7514.7217,7639.084,7595.0913,7613.2793,7541.0947,7510.857,7518.3594,7460.8394
3244.106201171875,3225.1094,3397.0925,3636.1091,3653.7822,3907.28,3966.139,4027.8005,3889.529,3792.988,3636.5762,3284.7468,3257.8088,3431.193,3549.0664,3490.0813,3742.2263,3996.6582
5234.11572265625,5269.336,5124.312,4787.029,4790.896,4743.3833,4496.4287,4604.7134,4961.6094,5063.5405,5164.366,5268.093,5206.6304,5100.832,5057.7393,4893.6553,4780.399,4668.8
4398.6396484375,4393.9673,4664.023,4740.4575,4754.5376,5195.041,5189.6772,5263.4297,4999.5967,5147.437,4715.985,4364.3877,4507.6343,4567.8096,4726.3774,4737.105,4964.397,5388.809
4261.5947265625,4314.1953,4125.5474,4063.5308,4157.3677,3895.0137,3743.7056,3672.2727,3927.4834,3856.6997,4164.186,4287.895,4186.915,4065.8035,4160.9395,4037.2302,3889.8186,3782.0198
5653.287109375,5780.1494,5740.628,5660.882,5530.644,5374.5273,5334.021,5460.884,5460.321,5425.441,5745.269,5539.9263,5665.804,5668.4766,5681.2754,5501.3896,5616.1562,5521.08
4132.1357421875,4182.0093,4201.1587,4035.0195,4121.509,4071.6355,4107.62,4161.807,4011.6611,3949.5825,3968.9426,4121.9297,4299.1694,4119.825,4134.9766,4053.3276,4138.028,4085.7346
4579.3017578125,4787.241,4755.302,5098.402,5473.6074,5669.5693,5549.464,4968.5645,4697.4116,4636.1943,4806.2056,4739.9976,4779.2563,4812.194,5139.324,5287.502,5755.7397,5561.774
2292.86376953125,2263.0095,2406.025,2317.5999,2267.843,2282.9124,2499.4255,2426.9229,2578.0415,2559.7024,2361.6702,2431.8984,2402.1865,2238.2732,2321.2961,2447.6785,2234.5771,2173.1628
4739.89013671875,4856.1875,4822.1694,4846.3,4739.655,4593.93,4580.276,4668.3228,4721.998,4546.846,4800.1577,4567.3276,4705.519,4834.882,4818.991,4627.124,4852.3027,4690.217
7199.62060546875,7357.8936,7258.8936,7305.5938,7143.834,7221.597,7018.1035,6985.1387,7163.0635,7282.9834,7293.0205,7296.824,7264.8105,7196.0283,7294.9224,7295.4507,7149.5396,7100.7266
6484.568359375,6534.3545,6551.8076,6522.781,6593.3267,6530.1294,6444.5186,6471.7085,6634.1113,6553.6445,6609.8613,6413.287,6543.9077,6488.9775,6554.196,6529.3945,6659.831,6491.5493
6270.8408203125,6168.02,6274.203,6192.471,6216.511,6296.2964,6238.148,6185.444,6122.816,6120.432,6087.5566,6230.0317,6226.867,6182.074,6193.0054,6170.9785,6163.5815,6180.9233
5710.3154296875,5658.0493,5732.857,5645.4165,5538.9023,5732.114,5730.875,5874.05,5953.749,5828.967,5636.7466,5688.022,5685.2974,5687.279,5820.7925,5700.1597,5533.453,5711.554
4119.74267578125,4193.8545,4408.7725,4338.835,4421.3916,4693.0405,4635.766,4815.042,4583.322,4535.156,4223.665,3962.686,4255.2695,4375.3047,4294.5337,4288.323,4542.6084,4765.91
4336.548828125,4371.2124,4197.615,4287.6284,4277.565,4003.0525,3985.7207,3915.8347,4193.7017,4176.0903,4344.7954,4482.052,4242.063,4137.234,4375.4053,4290.8433,4110.3975,4005.848
5138.34033203125,4775.2305,4880.0073,4354.9106,4162.7476,4420.3496,4485.6636,4379.254,4551.2427,4832.223,4893.1978,4955.168,5024.3555,4645.3174,4616.946,4359.577,4285.7544,4362.019
2504.89892578125,2432.633,2479.4282,2423.1555,2336.6733,2474.3933,2678.2334,2466.3967,2760.8098,2499.1235,2429.6714,2549.769,2474.0972,2361.8481,2401.2388,2463.1387,2318.903,2328.973
4860.9892578125,4846.1836,4866.373,4939.9526,4970.91,4825.5454,4666.273,4825.0967,4828.9106,4887.6846,4955.207,4859.419,4833.8457,4816.5723,5002.316,4949.823,4971.359,4865.0273
3358.911376953125,3451.7466,3676.7542,3679.4517,3761.4973,3657.198,3570.432,3635.619,3733.1746,3917.2717,3710.6963,3568.409,3517.608,3552.2246,3683.4976,3687.9932,3821.9639,3731.1516
4437.1796875,4534.7837,4456.1904,4408.4316,4382.929,4431.152,4486.3296,4605.0312,4499.3125,4351.399,4437.643,4503.4854,4418.169,4460.3633,4484.4746,4389.421,4364.382,4416.778
5199.64111328125,5315.9424,5478.9697,5150.059,5450.7515,5573.45,5539.748,5580.876,5582.9326,5374.718,5224.0894,5330.2515,5341.7046,5275.5566,5336.5063,5288.067,5292.4653,5418.363
8938.5947265625,9293.148,9598.514,9725.892,9392.094,8653.416,8647.588,8406.018,8653.416,8270.998,8106.9424,8949.399,8952.242,9352.288,9534.825,9681.537,9325.562,8822.306
8418.279296875,8569.848,8725.068,8688.677,8574.057,8306.593,8227.844,8110.747,8216.146,8011.5996,8113.966,8350.447,8387.087,8545.34,8657.732,8633.471,8564.154,8322.953
8554.400390625,8701.623,8798.158,8733.801,8596.861,8346.723,8316.269,8229.108,8299.514,8093.62,8288.323,8508.068,8522.464,8646.218,8732.107,8661.219,8590.329,8347.569
1219.4283447265625,1232.7968,1235.4917,1227.893,1252.3175,1212.4458,1213.3008,1207.729,1177.2053,1217.5901,1205.5916,1229.6528,1222.6774,1220.326,1239.7401,1230.3119,1240.5327,1218.0889
11927.29296875,11948.405,11994.035,11957.259,12081.891,11350.447,11181.378,11234.159,10924.746,11686.884,11834.671,12384.274,12126.158,12196.307,12183.366,12100.278,12128.883,11634.443
1669.5938720703125,1652.6155,1594.872,1548.7201,1483.1553,1482.3312,1512.221,1561.5186,1636.8438,1664.7676,1678.9019,1701.3098,1696.4834,1658.8208,1624.1747,1577.2041,1529.8457,1518.7064
7746.01123046875,7755.0356,7789.4414,7791.415,7827.795,7851.7656,7886.171,7936.933,7958.9297,7982.6187,7997.8477,8018.7163,8011.384,8033.381,8042.969,8051.4297,8069.4785,8067.222
2425.67578125,2413.524,2438.9321,2387.7476,2340.245,2268.4395,2207.6807,2230.143,2286.1147,2328.4617,2370.8088,2394.7441,2394.7441,2366.7583,2384.4336,2332.5122,2257.7605,2213.9407
2039.6461181640625,2056.1716,2067.418,2066.5,2074.0742,2076.14,2088.3044,2096.3376,2096.3376,2099.3213,2116.0764,2134.6675,2146.1436,2162.4395,2164.7346,2160.8328,2159.9148,2157.39
1336.400390625,1788.641,2069.8367,2108.0947,1949.5435,1630.5082,1473.4913,1376.89,1214.9314,1034.4816,838.0908,963.0668,1316.315,1813.8274,2055.6494,2112.2393,1970.147,1659.6799
1348.704345703125,1364.8857,1376.8336,1380.7849,1382.8546,1371.9415,1375.0461,1370.3423,1366.8613,1360.2759,1376.8336,1400.6353,1410.4194,1430.1757,1436.1967,1442.4058,1438.8308,1427.3534
2213.070068359375,2580.7683,2838.8232,2858.0571,2714.0698,2441.456,2269.336,2004.9534,1803.131,1678.912,1682.6519,1913.993,2140.7927,2663.8481,2845.2344,2894.9219,2752.805,2593.858
2523.071044921875,2525.043,2539.3403,2545.503,2560.293,2561.5254,2577.7947,2579.52,2594.8032,2598.2544,2641.8853,2683.0513,2663.824,2683.0513,2686.0093,2689.4602,2698.8274,2696.8555
4655.97314453125,4795.787,4775.365,4825.6353,4770.6523,4615.1284,4467.4595,4428.971,4332.358,4378.7007,4800.5,5144.5376,5251.3623,5323.626,5314.2,5267.0713,5171.244,5069.1323
2199.236083984375,2210.8252,2220.6729,2220.6729,2215.5088,2206.682,2205.541,2200.377,2196.2937,2194.2522,2219.712,2229.0793,2253.218,2260.0635,2261.3845,2259.1025,2252.1372,2246.2527
2379.66650390625,2399.6943,2423.227,2432.2397,2454.2705,2468.29,2491.322,2500.3347,2502.3374,2520.8633,2570.4324,2604.9805,2613.4924,2639.5288,2645.537,2640.0295,2650.5442,2648.5413
15963.859375,16897.91,16870.027,17051.262,16849.117,16092.814,15455.012,15064.662,13792.541,13681.012,15395.762,17413.73,18333.84,18877.54,18877.54,18556.895,18173.516,17664.668
3090.935302734375,3121.311,3089.5854,2989.6833,2899.2314,2824.3047,2727.1028,2767.6035,2819.5796,2907.3315,2998.4585,3074.06,3094.3105,3080.1353,3046.3845,2968.7578,2820.9297,2733.178
1811.2213134765625,1812.5892,1811.819,1814.4899,1814.058,1811.4518,1809.0687,1809.0975,1808.3488,1811.5165,1814.022,1812.4597,1808.2697,1809.8607,1810.3358,1810.847,1809.8031,1811.1494
2601.65966796875,2605.808,2608.0083,2611.0254,2603.9226,2609.7683,2612.4082,2621.334,2628.2483,2646.7283,2652.0083,2661.94,2651.5056,2658.42,2658.0427,2659.9285,2653.894,2651.5056
1230.62744140625,1229.3677,1232.3801,1233.0374,1234.9543,1236.3783,1239.0073,1241.2529,1242.184,1247.4967,1249.5232,1251.9331,1251.002,1250.8925,1253.631,1254.6168,1253.8501,1252.9738
2180.480224609375,2186.09,2195.206,2193.8035,2203.1533,2212.9705,2232.371,2237.2798,2238.916,2240.0847,2249.4343,2265.7964,2269.3025,2272.8086,2278.886,2277.7173,2280.9897,2278.4185
2286.549072265625,2286.269,2292.9888,2289.0688,2297.1887,2305.3083,2321.2678,2323.2275,2325.7476,2325.1875,2335.8271,2364.1062,2357.9463,2359.0664,2371.6658,2366.066,2369.9858,2361.0264
9126.966796875,9116.283,9090.892,9089.227,9083.399,9087.84,9091.586,9110.595,9123.498,9097.274,9071.744,9083.677,9092.974,9022.766,9013.47,8998.623,9010.278,8990.576
2229.405517578125,2243.92,2267.6265,2262.3047,2289.398,2314.556,2339.7139,2351.809,2356.1636,2357.6147,2380.354,2424.3804,2426.7996,2443.249,2453.4092,2444.2168,2457.2795,2459.2148
1485.0482177734375,1469.5894,1453.836,1435.7904,1437.4788,1461.3488,1470.147,1465.9337,1465.5929,1452.7053,1459.1802,1465.7169,1454.022,1452.442,1416.1454,1408.7683,1410.7897,1426.6553
1588.478515625,1598.336,1605.2572,1608.6129,1620.1482,1627.0695,1647.833,1652.6569,1656.4321,1656.6418,1660.417,1671.1134,1681.3904,1683.0681,1684.9558,1696.0717,1697.5398,1695.023
2254.99560546875,2263.2983,2277.532,2274.8633,2288.207,2308.0747,2334.4658,2340.3965,2345.4375,2343.3618,2353.7402,2369.16,2378.056,2383.3933,2389.917,2386.6553,2396.7373,2398.813
3187.162841796875,3144.71,3105.2615,3091.4153,3102.649,3100.2976,3107.874,3151.5024,3162.2136,3194.6084,3225.8276,3212.8958,3171.88,3111.0088,3076.0017,3068.948,3058.2368,3074.6953
1730.2115478515625,1729.9655,1731.5037,1729.5348,1730.5192,1732.3035,1734.18,1736.1797,1736.4565,1737.4409,1738.5485,1737.3486,1734.3646,1735.8105,1737.9023,1733.8724,1735.2567,1736.9795
1817.4698486328125,1828.1418,1843.9912,1838.4967,1842.195,1844.9421,1848.1649,1844.8894,1846.7384,1844.5724,1850.7537,1856.9348,1852.18,1855.667,1874.8975,1867.3955,1874.4749,1878.1731
22834.04296875,22828.018,22828.639,22822.406,22848.809,22834.455,22830.395,22834.574,22852.826,22870.162,22860.594,22834.28,22825.582,22783.348,22810.865,22795.162,22827.072,22797.664
20986.96875,20947.848,21002.617,20905.25,20897.426,20801.799,20717.47,20719.21,20774.848,20823.531,20821.793,20891.34,20865.26,20766.154,20847.004,20758.33,20709.646,20629.668
19743.103515625,19685.705,19733.033,19569.898,19653.48,19607.158,19546.738,19523.576,19571.914,19588.025,19575.941,19691.746,19627.299,19458.121,19572.92,19457.115,19448.053,19423.885
3405.6337890625,3407.2583,3397.1057,3391.0142,3398.7302,3409.6948,3405.2278,3392.6387,3400.7607,3408.0706,3395.8875,3389.3896,3381.6738,3357.3076,3368.2725,3371.1152,3380.0493,3388.5776
19071.005859375,18996.73,19062.21,18895.09,18966.434,18913.658,18849.156,18829.61,18882.385,18892.158,18893.135,19020.186,18960.57,18796.38,18907.795,18780.742,18768.037,18733.832
18122.41015625,17997.674,18098.025,17976.104,18087.709,17988.297,17906.703,17750.08,17859.809,17947.03,17947.03,17985.482,17933.9,17752.893,17826.047,17786.656,17849.492,17760.396
16248.7880859375,15777.039,15247.797,13264.978,12734.26,13660.066,14450.246,14134.764,14506.267,15454.187,14355.896,14945.582,15265.487,14176.042,13032.052,13064.484,12486.592,12227.131
8369.2626953125,7715.58,8531.382,10087.78,11133.88,11092.244,10611.351,8448.11,10702.949,10713.358,11608.528,10379.23,8776.708,7948.22,9907.705,11281.6875,11685.555,11321.241
8820.77734375,8413.756,8521.181,8299.169,8342.14,7857.533,7716.6875,7537.6455,7635.5215,7995.992,7976.8945,8416.143,8515.213,8196.519,8239.488,8086.7065,8397.045,7458.867
1334.401123046875,1272.8799,1289.1172,1255.1992,1261.6941,1188.8066,1167.157,1140.4556,1154.8887,1209.3739,1206.8481,1272.8799,1288.2151,1240.0444,1246.1785,1222.7246,1270.354,1128.1874
2097.894287109375,2132.2188,2189.1602,2208.85,2146.321,1972.1709,1899.7136,1913.4667,1951.1504,1988.3353,2060.377,2098.9585,2094.0361,2148.4497,2178.5168,2202.4644,2163.8826,2033.1035
2294.63720703125,2006.561,2215.059,2159.7869,1926.7612,2142.4006,1972.1726,1838.4468,1973.2322,2103.3901,2407.9497,2457.0806,2160.0464,2092.3184,2044.8093,2021.9414,2058.6707,2060.4438
2631.172607421875,2320.5117,2651.4827,2613.1423,2335.6406,2599.775,2374.292,2249.012,2373.6184,2436.1287,2760.5974,2781.7363,2481.2305,2468.4978,2453.2783,2413.5132,2479.9612,2514.8042
3302.7197265625,3310.0142,3261.1978,3246.3286,3270.7368,3230.0564,3186.8513,3191.9011,3200.879,3275.2256,3310.0142,3300.7559,3316.4668,3249.6953,3221.3594,3245.4868,3186.5708,3175.9097
1230.0947265625,1231.3207,1233.293,1226.4612,1225.468,1221.5123,1214.7614,1211.2576,1212.7751,1214.0807,1218.9012,1224.9325,1222.6227,1217.7129,1223.3368,1218.6111,1220.1901,1212.0721
1158.9686279296875,1157.8666,1151.8975,1137.1122,1142.4385,1139.7754,1133.4388,1134.0817,1135.2755,1145.1936,1150.2444,1152.8158,1157.4993,1141.2448,1141.1528,1134.1735,1130.041,1135.6428
1050.73095703125,1054.7317,1060.2144,1049.101,1040.2102,1020.5024,1003.61,1008.6481,1016.057,1024.0587,1027.0222,1032.0603,1038.7284,1022.8733,1036.2094,1025.096,1013.98254,998.5719
933.3931884765625,940.58386,942.2758,933.18176,925.35657,897.2284,872.907,882.63556,893.2101,905.8995,907.80286,912.6672,921.1268,898.07434,919.01184,905.8995,890.6722,868.2542
1054.7777099609375,1055.8546,1055.1902,1052.9142,1055.2742,1055.3429,1057.4814,1058.314,1058.4362,1060.208,1059.704,1062.1327,1059.9943,1061.2162,1058.8027,1058.7417,1059.6735,1059.9178
