V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2696.5224609375,2708.6074,2706.3416,2707.2227,2700.299,2691.2354,2705.4602,2696.9001,2686.326,2682.046,2684.4377,2681.92,2677.3882,2664.9258
2869.288818359375,2875.1526,2868.198,2866.0842,2863.6296,2851.6296,2861.516,2866.63,2855.6523,2868.3342,2867.9253,2872.5618,2886.6755,2886.539
1920.2562255859375,1915.2671,1908.1561,1902.0997,1902.1378,1893.4023,1890.9773,1891.1677,1885.5049,1885.1748,1881.0356,1883.0164,1888.9839,1893.8722
2556.781494140625,2561.3325,2555.1433,2553.4443,2552.1094,2541.4602,2550.2283,2556.0535,2547.1033,2558.7234,2558.6626,2563.335,2576.8662,2576.9878
1588.45166015625,1585.905,1580.661,1577.4916,1579.8926,1574.4869,1575.1624,1578.4594,1575.7898,1577.7202,1577.8638,1580.9747,1588.0635,1592.472
2378.29248046875,2384.1108,2379.0564,2378.2336,2376.2354,2367.8894,2376.4705,2381.466,2373.5906,2384.7573,2385.639,2389.3418,2402.0369,2401.1553
1712.68115234375,1708.2184,1702.2,1697.6132,1697.7039,1691.0817,1688.9952,1689.9478,1685.6161,1685.1626,1681.9194,1683.7338,1688.9952,1692.93
423.6204833984375,424.13278,422.52597,420.9424,421.24515,424.78485,422.2698,422.6191,421.29175,419.05615,415.35345,414.5151,412.18637,412.88498
6409.52197265625,6428.1577,6430.4487,6429.3794,6420.52,6407.384,6426.4775,6416.549,6400.9683,6402.4956,6402.8013,6398.8296,6392.8726,6377.3687
608.80029296875,609.5031,607.2273,604.95154,605.3866,610.4737,606.8592,607.3612,605.45355,602.24066,596.9193,595.7145,592.36774,593.37177
2127.4248046875,2128.2627,2125.3303,2118.8374,2113.9678,2108.5483,2105.0925,2100.0657,2093.913,2088.677,2080.273,2076.6338,2073.4265,2067.6865
1929.5557861328125,1930.2683,1927.6083,1921.718,1917.3004,1912.384,1909.2727,1904.6888,1899.1074,1894.3573,1886.7334,1883.432,1880.5107,1875.3153
6688.5654296875,6703.682,6712.111,6721.597,6734.564,6741.3203,6752.854,6763.364,6770.1885,6784.384,6788.0693,6795.576,6802.674,6805.8135
2293.106201171875,2298.3054,2292.1758,2290.3696,2287.4143,2280.4636,2287.086,2289.275,2281.9412,2290.315,2291.7378,2293.763,2304.3257,2304.1067
1667.4873046875,1668.3411,1665.9431,1662.7386,1662.4185,1664.3079,1662.1674,1661.0123,1655.2373,1653.2035,1648.8722,1647.5916,1645.1309,1644.1392
3807.72509765625,3810.5608,3809.6484,3804.5195,3801.6348,3799.884,3797.1963,3794.0525,3789.0715,3785.2002,3778.6846,3774.8933,3772.1426,3768.422
2425.02880859375,2425.664,2424.2068,2426.8975,2436.502,2443.3782,2447.676,2460.887,2467.0344,2471.65,2481.4226,2487.2524,2499.8818,2500.739
2284.974365234375,2278.3604,2270.4495,2267.9424,2271.3142,2272.2651,2271.3142,2284.542,2284.3691,2288.4758,2290.8535,2298.894,2313.57,2320.7893
2536.324462890625,2565.2783,2568.4954,2567.2085,2575.251,2559.4875,2573.6426,2553.6968,2566.2434,2570.1038,2572.034,2544.0454,2560.1309,2562.7046
3924.699951171875,3930.8772,3932.3977,3936.579,3939.43,3930.117,3942.6611,3932.2075,3930.117,3939.24,3942.6611,3940.7605,3949.8835,3955.3953
6530.2685546875,6420.177,6279.0703,6180.481,6055.6006,5919.3726,5820.4746,5749.049,5622.0117,5685.9927,5558.7505,5570.047,5546.427,5566.35
6966.8427734375,6978.154,6974.99,6979.258,6988.9336,6987.35,7014.6113,7030.114,7024.3813,7038.261,7047.9233,7054.629,7072.15,7051.925
1119.9833984375,1120.8271,1121.0021,1122.3191,1123.8779,1125.8073,1127.9706,1130.2626,1131.1256,1132.5565,1134.633,1135.2119,1137.2286,1135.927
8546.88671875,8551.443,8560.809,8553.469,8556.759,8571.1875,8566.504,8577.642,8588.906,8597.195,8585.995,8589.412,8592.893,8604.726
1121.4871826171875,1122.0859,1122.1461,1122.2124,1121.9896,1121.6526,1122.3267,1121.8934,1121.5743,1121.785,1121.6768,1121.6526,1121.3217,1120.8462
10133.724609375,10135.577,10131.535,10137.935,10156.794,10169.76,10181.547,10207.605,10217.709,10226.802,10248.1455,10257.723,10284.359,10283.076
1013.5132446289062,1013.55005,1013.58685,1013.88116,1015.04004,1015.84937,1016.7415,1018.72815,1019.53296,1020.839,1021.9426,1022.6003,1024.7985,1025.8923
10407.2880859375,10416.43,10421.731,10434.713,10458.114,10483.71,10499.891,10526.583,10541.8955,10554.511,10579.397,10583.717,10606.916,10597.28
11000.1357421875,11008.593,11011.739,11025.703,11046.453,11071.086,11090.065,11115.978,11128.835,11141.446,11165.754,11170.995,11192.877,11181.113
9933.0986328125,9936.646,9936.646,9943.587,9963.251,9979.215,9989.163,10016.23,10028.029,10038.941,10060.226,10068.478,10095.343,10094.147
1021.4830932617188,1021.9429,1021.9984,1022.8546,1024.8445,1026.5331,1027.7699,1030.3385,1031.484,1032.4631,1034.6255,1035.3727,1037.7666,1037.3428
2918.20263671875,2927.2046,2944.7441,2933.979,2926.1836,2938.4336,2940.9392,2937.784,2961.3557,2971.2854,2960.7988,2955.6018,2962.4692,2965.0676
1109.2969970703125,1109.6307,1109.4464,1109.7703,1109.6906,1109.3069,1110.129,1109.8351,1109.3069,1109.6757,1109.9596,1110.129,1110.2087,1110.2336
2829.205810546875,2831.2195,2832.5806,2833.6582,2833.885,2832.4104,2834.906,2831.7297,2832.127,2835.0762,2836.6643,2834.963,2838.2524,2839.727
1073.93505859375,1073.8939,1074.881,1074.0892,1074.2024,1075.683,1075.5905,1077.0402,1078.0786,1080.0734,1078.9115,1079.3434,1080.5104,1082.6849
10557.7607421875,10559.112,10555.443,10559.112,10558.292,10553.608,10560.271,10557.52,10552.015,10556.408,10558.678,10561.285,10560.513,10562.879
1714.34814453125,1715.994,1719.4705,1719.8588,1723.8346,1727.1631,1729.7242,1732.2391,1734.6431,1736.3259,1739.1505,1738.0826,1741.5175,1741.5128
1686.5411376953125,1689.2874,1694.1735,1694.655,1700.094,1704.6056,1707.4856,1710.0178,1712.3539,1713.892,1716.9503,1714.8839,1717.2736,1716.8165
4911.85595703125,4922.774,4923.527,4924.092,4918.915,4915.056,4925.5034,4921.3623,4912.609,4916.1855,4918.068,4916.28,4916.468,4910.1616
4083.984619140625,4088.847,4092.0352,4091.2095,4093.3655,4093.0442,4095.0627,4094.3286,4094.8792,4092.9526,4092.9067,4088.3425,4087.448,4082.6772
3672.45751953125,3667.947,3658.9265,3655.2751,3652.7837,3643.6128,3646.9846,3658.5828,3653.9436,3663.9521,3667.8613,3674.0898,3690.8855,3703.9011
5718.65380859375,5724.251,5740.07,5745.059,5773.6543,5788.8647,5811.133,5834.3135,5849.2197,5863.548,5886.515,5884.3555,5911.6274,5924.0205
4722.94287109375,4730.251,4734.157,4735.2915,4736.803,4733.0234,4737.5596,4731.2593,4733.5273,4738.0635,4742.0957,4735.1655,4741.9697,4744.4897
1050.5660400390625,1058.4487,1058.7336,1057.8788,1053.5576,1045.9598,1056.1693,1055.552,1046.5771,1055.2671,1052.8453,1054.1749,1057.024,1053.0828
3593.92822265625,3598.2478,3597.8625,3594.0107,3592.6074,3593.3503,3593.5154,3597.4773,3590.489,3596.1018,3586.9397,3585.509,3585.9219,3586.417
1401.744384765625,1403.4756,1404.0526,1407.1783,1415.6901,1420.6913,1426.0531,1436.5485,1442.1027,1446.647,1454.9663,1457.6803,1467.5234,1468.9541
5165.9931640625,5176.331,5201.8936,5210.1636,5254.71,5278.393,5310.346,5344.273,5366.076,5387.0337,5421.994,5418.6577,5459.1865,5471.04
5522.931640625,5515.2026,5503.1797,5486.9653,5476.056,5457.5205,5445.319,5429.0376,5415.2256,5412.6133,5397.513,5388.2095,5382.7705,5382.1265
3965.206787109375,3964.0466,3959.8748,3962.4626,3967.7278,3969.3342,3973.35,3984.918,3988.5881,3995.3647,4001.853,4007.9368,4020.4026,4028.635
4025.916015625,4025.3574,4021.2,4020.0518,4017.0422,4013.9084,4017.8179,4021.0447,4018.7178,4022.8442,4026.071,4026.6606,4033.828,4038.544
2518.625732421875,2519.2244,2524.9119,2523.2954,2527.3667,2533.0542,2535.9578,2540.1787,2543.232,2548.2012,2549.7876,2548.5154,2554.3228,2558.828
1919.0604248046875,1921.1045,1925.6676,1926.4315,1931.9032,1935.8055,1939.5221,1942.5881,1945.3962,1947.0842,1951.0382,1949.3708,1953.3223,1953.7404
1021.763671875,1021.9966,1022.3071,1022.8505,1024.6555,1025.5677,1026.9409,1029.0466,1030.1093,1031.4023,1033.0157,1033.4779,1035.7186,1036.7251
1671.58544921875,1672.301,1671.5216,1671.0886,1670.8881,1670.4368,1670.8516,1670.455,1669.8123,1670.6418,1670.2544,1670.4686,1671.0613,1670.6055
1640.950927734375,1641.0284,1640.92,1640.827,1639.5721,1640.1764,1639.3552,1640.0989,1641.8418,1641.2764,1639.7426,1639.5721,1639.5566,1639.3862
1802.0,1803.8013,1803.0039,1802.7308,1802.7899,1800.8335,1802.945,1804.665,1803.8013,1806.0676,1806.8502,1807.5442,1811.4125,1810.3938
1935.984375,1938.3801,1938.9885,1939.0728,1938.1743,1937.4255,1939.5968,1938.8481,1937.6501,1938.7732,1938.7826,1938.5018,1938.5299,1936.967
3214.598876953125,3223.6516,3232.5398,3228.2603,3232.7866,3242.2507,3241.2632,3243.156,3252.25,3249.3694,3245.2957,3243.156,3240.2756,3237.1484
9910.7451171875,9914.828,9920.954,9928.261,9951.473,9962.542,9979.628,10002.894,10016.058,10029.114,10048.968,10052.004,10075.635,10084.067
2480.16943359375,2480.3127,2478.253,2478.6165,2482.846,2482.3064,2485.4456,2491.6082,2493.6306,2496.533,2500.6787,2503.4985,2511.4731,2512.6736
1556.85205078125,1557.188,1560.5693,1558.554,1557.7926,1560.7261,1561.2635,1563.055,1566.9066,1570.9375,1568.5862,1568.2727,1571.9675,1575.64
1100.0135498046875,1100.8593,1101.174,1102.5703,1104.6453,1107.1086,1109.0065,1111.5977,1112.8834,1114.1447,1116.5754,1117.0995,1119.2877,1118.1113
2936.68017578125,2945.1099,2961.2812,2951.131,2944.5938,2955.862,2957.9265,2955.518,2976.8503,2985.9683,2976.3342,2971.6895,2977.7966,2980.6353
1731.9423828125,1732.2742,1733.3065,1732.8364,1733.758,1734.4493,1734.5322,1735.3157,1736.1451,1736.8087,1736.5784,1736.5691,1737.2972,1737.0068
6215.7646484375,6274.3296,6379.343,6304.622,6275.676,6353.0894,6349.7236,6360.494,6503.2046,6565.1353,6487.049,6468.8735,6499.1655,6539.555
7031.306640625,7045.458,7061.7324,7070.577,7097.1113,7124.7065,7142.6616,7166.365,7186.5312,7197.941,7221.5117,7221.114,7245.437,7235.133
2145.440185546875,2156.4614,2158.5918,2159.24,2154.0535,2152.2012,2162.2036,2158.8696,2150.812,2156.7393,2158.3137,2157.2952,2158.4065,2153.961
2243.557373046875,2256.5137,2258.3804,2259.149,2253.0,2250.8042,2262.2234,2258.1606,2248.9375,2255.5254,2257.392,2255.9646,2257.502,2251.902
2030.9803466796875,2038.8278,2041.3378,2041.7507,2038.2877,2037.3027,2044.1335,2042.3226,2038.2241,2043.6888,2043.3711,2043.0533,2043.657,2040.3846
2042.814208984375,2050.2444,2052.2566,2052.783,2049.5012,2048.4487,2054.7644,2053.2783,2049.5942,2055.043,2054.5166,2054.3308,2055.2905,2051.885
2041.3302001953125,2050.1748,2053.2073,2053.6404,2049.7415,2048.6584,2057.106,2054.579,2048.7307,2054.3623,2055.301,2054.8677,2055.3733,2052.2686
2061.739501953125,2068.9539,2070.7878,2071.277,2068.1284,2066.9973,2073.111,2071.7966,2068.2202,2073.5696,2073.0806,2072.9583,2074.1199,2070.6963
2316.37109375,2330.4556,2331.6965,2332.3171,2325.8643,2323.1343,2334.923,2330.9521,2321.2107,2328.8425,2330.4556,2328.8425,2331.4485,2324.7473
2139.431640625,2147.6729,2150.2087,2150.4622,2147.1023,2145.7075,2152.998,2150.5256,2145.8662,2150.4622,2150.9695,2150.1453,2150.399,2146.4368
2113.595458984375,2121.5657,2123.9846,2124.2947,2120.9763,2119.6428,2126.5896,2124.3567,2120.108,2124.7908,2124.9768,2124.2947,2124.7288,2120.8213
2031.285888671875,2039.7579,2042.7164,2043.0527,2039.3882,2038.4468,2046.0784,2043.8595,2038.951,2044.532,2044.8682,2044.4647,2044.8682,2041.7751
2087.86181640625,2095.3103,2097.2256,2097.5906,2094.3982,2093.1821,2099.4753,2097.773,2093.9421,2098.9282,2098.7458,2098.32,2099.2627,2095.7056
1908.67626953125,1919.511,1921.696,1922.6066,1918.2363,1915.1407,1926.3395,1921.7871,1913.775,1917.4169,1919.784,1918.0542,1917.781,1911.0436
9865.02734375,9893.941,9891.876,9898.072,9899.793,9880.861,9897.384,9886.024,9890.844,9887.401,9874.321,9863.306,9873.977,9878.107
931.16015625,934.09406,933.6308,934.86615,933.35284,931.5616,935.97797,934.2485,930.944,930.41895,931.9631,931.9013,931.40717,929.1218
12038.0458984375,12054.302,12055.97,12058.054,12050.551,12042.215,12062.43,12048.884,12036.588,12043.882,12041.173,12039.505,12030.335,12021.165
1627.6207275390625,1629.373,1629.4777,1629.7914,1628.9546,1627.8038,1630.1052,1628.4838,1627.3593,1628.4576,1627.6207,1627.5162,1626.2217,1625.2932
7164.431640625,7169.773,7175.2983,7186.362,7194.617,7208.9365,7217.5786,7231.489,7243.5405,7255.1772,7263.196,7270.2363,7274.979,7271.899
9217.4501953125,9210.07,9197.984,9187.075,9186.072,9170.537,9166.226,9165.209,9154.46,9156.211,9148.85,9151.522,9162.027,9171.591
11077.248046875,11076.779,11072.672,11073.142,11079.946,11089.685,11097.6045,11122.537,11131.044,11141.017,11151.811,11164.6,11190.03,11202.295
968.4976806640625,969.964,973.18427,973.5293,978.0578,980.65265,983.11816,985.49744,987.068,988.5847,991.185,990.01514,992.56506,993.3432
957.8706665039062,958.99146,962.52515,961.29535,964.40875,966.8061,967.89575,969.686,971.10254,973.14185,973.8657,973.0017,975.76483,976.5588
1312.1851806640625,1311.9244,1311.1765,1309.319,1308.776,1307.6443,1306.5566,1304.7627,1302.8732,1301.6542,1299.7992,1299.299,1298.0109,1297.1272
1259.641845703125,1259.503,1258.8507,1257.1871,1256.7837,1255.8746,1254.8848,1253.3545,1251.5284,1250.4072,1248.6913,1248.2406,1247.0513,1246.1658
1330.17431640625,1329.8744,1329.0922,1327.1635,1326.5714,1325.3667,1324.2483,1322.3632,1320.4532,1319.2129,1317.3057,1316.7806,1315.468,1314.5841
9296.2998046875,9331.147,9389.415,9404.649,9470.819,9517.187,9565.03,9602.602,9635.366,9650.005,9690.755,9671.617,9697.705,9703.894
6990.04296875,7018.5215,7061.373,7076.344,7121.7905,7157.056,7193.3657,7223.595,7247.915,7260.99,7288.604,7281.2847,7294.8584,7298.319
7505.5302734375,7535.9043,7582.1196,7597.234,7647.446,7684.7954,7724.0664,7756.171,7782.5303,7795.901,7826.347,7816.32,7832.5967,7836.666
6530.80224609375,6580.09,6564.6875,6575.777,6570.848,6527.106,6565.3037,6556.062,6547.437,6548.0527,6520.3286,6506.775,6523.409,6526.4897
8528.296875,8530.473,8490.337,8475.588,8454.068,8417.076,8437.628,8446.815,8408.613,8438.353,8444.881,8458.421,8504.118,8523.461
7498.7333984375,7555.3257,7537.6406,7550.374,7544.715,7494.4893,7538.348,7527.737,7517.8335,7518.541,7486.0005,7471.145,7490.2446,7493.7817
1326.2042236328125,1325.8329,1325.0696,1325.9567,1326.6581,1324.3477,1326.6168,1324.987,1323.44,1327.1945,1328.0609,1328.7211,1331.114,1334.3323
9210.7158203125,9250.802,9267.011,9266.45,9251.675,9282.597,9295.252,9299.99,9296.25,9290.39,9278.918,9261.961,9248.869,9226.302
9152.1435546875,9191.974,9208.018,9207.522,9192.841,9223.565,9236.141,9240.725,9237.132,9231.309,9219.849,9203.0,9189.93,9167.506
5257.625,5269.304,5289.132,5295.1753,5319.383,5334.5083,5352.537,5366.752,5378.943,5384.3496,5399.407,5393.5337,5403.3115,5406.571
6963.318359375,6976.5986,7004.437,7010.044,7043.5884,7065.721,7087.6577,7105.0693,7120.3413,7127.7803,7148.856,7138.1943,7154.0576,7158.9883
5640.46826171875,5652.6733,5674.2554,5680.432,5706.8145,5723.373,5742.5176,5757.5415,5770.593,5776.314,5792.8076,5785.8677,5796.9375,5800.5845
9458.583984375,9486.899,9485.194,9491.335,9492.699,9474.277,9490.652,9479.395,9484.171,9480.759,9467.796,9457.22,9467.796,9472.23
1113.13525390625,1116.027,1115.7096,1116.4149,1116.4854,1114.4753,1116.2385,1115.0748,1115.5685,1115.2864,1113.8759,1112.8179,1113.77,1114.1932
634.2216186523438,636.69116,638.2233,637.9108,638.39465,641.7311,642.28546,642.10406,642.5677,640.6626,640.1687,638.48535,636.9633,634.4837
959.1550903320312,961.10645,960.36926,961.5835,961.3233,958.65643,962.19055,961.0198,957.98425,958.9816,959.69714,960.4343,959.0467,958.3312
10746.1806640625,10753.105,10758.992,10765.917,10770.765,10758.992,10772.842,10754.837,10757.261,10769.726,10777.689,10769.033,10789.115,10800.888
1724.590087890625,1737.486,1736.4543,1739.3774,1739.8932,1730.2643,1739.5493,1734.5629,1735.2507,1733.7031,1726.9973,1722.5267,1728.5448,1730.952
11363.810546875,11489.052,11491.774,11557.117,11532.614,11401.928,11568.008,11456.381,11486.329,11486.329,11399.205,11369.256,11480.884,11546.228
6046.05712890625,6054.4243,6040.0806,6035.5386,6021.9116,6007.568,6021.195,6013.5444,5993.9414,5997.766,5997.5273,5999.2007,6000.6353,5999.918
10680.119140625,10741.736,10730.862,10748.985,10748.079,10692.805,10747.173,10724.52,10722.707,10715.458,10675.588,10660.184,10691.898,10704.585
10999.58203125,10995.391,10985.159,10978.93,10981.044,10985.499,10974.965,10973.53,10962.053,10954.879,10942.495,10940.909,10932.754,10933.735
8030.5986328125,8067.511,8133.4272,8088.165,8099.5903,8149.247,8140.898,8158.4756,8227.907,8262.183,8220.876,8213.405,8225.2705,8243.287
817.1466064453125,815.0389,816.72504,809.5589,816.30347,830.84656,820.4135,835.58887,841.27966,845.38965,828.52814,834.3243,833.16504,842.4389
7829.0,7836.148,7854.3745,7860.45,7884.0376,7924.7793,7927.6387,7960.3394,7969.274,7981.782,7989.109,7989.8237,8005.906,7986.607
2722.66259765625,2762.6248,2855.6277,2787.3286,2758.2651,2844.0024,2829.4707,2862.167,3003.851,3075.0566,2986.413,2984.2334,3014.75,3085.9553
2632.463623046875,2649.271,2643.2683,2681.2847,2782.929,2864.9644,2927.7917,3066.6519,3140.4338,3197.4836,3302.2542,3349.9746,3458.4219,3461.223
2593.391845703125,2644.849,2818.1387,2731.872,2754.574,2885.487,2943.755,2995.9688,3132.179,3226.7693,3210.8782,3179.0957,3330.4404,3401.194
7166.322265625,7191.74,7253.903,7218.2627,7231.248,7274.9004,7280.426,7294.516,7334.853,7377.1235,7359.442,7346.1807,7380.1626,7405.028
4543.85546875,4577.337,4641.255,4597.5015,4600.545,4644.679,4640.1133,4650.386,4718.4893,4753.112,4714.6846,4703.271,4716.968,4732.9473
1161.0059814453125,1161.6779,1161.2345,1161.1964,1161.2588,1160.4414,1161.3938,1162.509,1162.187,1163.4961,1164.0017,1164.4797,1166.6477,1166.4954
1267.0074462890625,1268.1467,1267.6101,1267.5688,1267.1726,1266.3635,1267.5853,1268.2871,1267.4697,1268.9393,1269.4264,1269.6907,1271.7876,1271.4326
1243.526123046875,1244.5516,1244.0349,1243.9951,1243.6852,1242.8663,1244.019,1244.822,1244.1064,1245.5613,1246.0383,1246.3563,1248.4869,1248.1769
6489.875,6505.7114,6510.811,6513.7637,6513.2266,6505.04,6531.479,6522.7554,6509.8716,6525.9766,6534.834,6538.323,6542.886,6537.7866
8136.3525390625,8157.622,8163.779,8168.4434,8166.3906,8154.823,8191.018,8179.264,8159.861,8179.824,8191.578,8195.683,8200.72,8192.884
352.6264343261719,353.71045,355.80704,354.56815,353.4603,354.93744,355.17566,354.7945,357.82022,359.09482,357.73682,357.16504,358.03464,358.34436
581.2943725585938,583.0695,581.83466,581.634,581.2172,579.3803,581.4024,582.57556,581.3407,583.85675,584.4124,585.2305,588.7345,588.20966
12393.8349609375,12412.854,12434.622,12453.726,12476.058,12506.738,12524.862,12547.388,12573.765,12584.357,12603.96,12608.568,12614.621,12595.293
10177.53125,10168.542,10141.777,10133.81,10113.991,10084.673,10093.561,10096.829,10066.285,10078.237,10076.398,10085.797,10103.367,10121.755
1512.5693359375,1513.6392,1512.9972,1512.9259,1512.7655,1511.7313,1512.9348,1513.755,1513.1755,1514.6198,1515.003,1515.5201,1517.6151,1517.214
6356.98193359375,6361.292,6358.4795,6358.0776,6357.274,6352.982,6357.785,6361.0,6358.4062,6364.3604,6365.8945,6368.013,6376.5605,6375.136
7399.552734375,7366.552,7327.911,7291.4287,7260.3076,7211.937,7188.0737,7157.1963,7121.062,7131.6445,7095.58,7091.681,7089.0356,7105.397
10540.3525390625,10493.347,10438.308,10386.344,10342.015,10273.142,10239.127,10195.1455,10143.775,10158.75,10107.183,10101.827,10098.059,10121.265
10072.3984375,10083.171,10092.47,10099.84,10123.993,10122.52,10138.962,10150.642,10155.857,10180.805,10182.846,10191.011,10202.35,10207.112
13533.8603515625,13511.948,13483.979,13448.953,13426.867,13384.901,13363.547,13332.269,13299.186,13298.67,13265.845,13253.814,13251.581,13266.188
20360.96484375,20450.785,20483.287,20471.754,20457.426,20479.793,20510.896,20510.197,20490.977,20471.055,20437.154,20389.623,20360.965,20305.746
24678.2578125,24676.518,24682.896,24684.492,24703.488,24717.99,24724.807,24744.672,24749.168,24762.943,24769.76,24778.533,24790.352,24791.584
1243.25244140625,1239.8241,1235.253,1230.9458,1226.6793,1220.326,1215.8379,1211.397,1206.672,1207.4773,1202.7405,1200.1825,1199.1641,1200.514
7302.3916015625,7298.2417,7283.42,7261.784,7261.7876,7234.731,7237.0874,7229.7954,7196.6543,7195.7056,7179.224,7181.536,7186.042,7182.2476
13773.30859375,13806.074,13816.187,13821.445,13825.086,13812.142,13816.995,13808.097,13810.119,13812.95,13816.591,13791.512,13812.142,13817.805
22179.2734375,22220.027,22217.543,22224.998,22226.488,22199.152,22219.033,22208.596,22210.584,22210.088,22195.178,22173.309,22191.697,22196.172
20577.66015625,20579.525,20562.953,20557.05,20553.84,20530.691,20541.723,20557.568,20540.893,20562.021,20566.06,20576.314,20613.184,20623.023
17625.30859375,17646.535,17649.64,17658.959,17668.797,17643.945,17666.207,17641.875,17652.748,17662.066,17661.031,17649.64,17669.314,17686.916
9781.6083984375,9785.002,9785.122,9778.323,9778.059,9778.323,9775.377,9769.78,9760.781,9752.325,9746.003,9740.596,9732.54,9721.758
10444.498046875,10448.113,10448.241,10440.986,10440.708,10440.986,10437.848,10431.875,10422.271,10413.234,10406.503,10400.695,10392.096,10380.618
3322.069580078125,3393.4019,3388.2004,3430.5537,3428.3247,3353.2773,3498.171,3438.7273,3370.3674,3432.783,3486.2822,3498.171,3554.642,3545.7256
5866.93359375,5906.7627,5860.806,5946.592,6029.3135,5808.7217,6044.633,5906.7627,5866.9336,5922.0815,5919.0176,5958.8467,6069.1426,6222.332
1152.1085205078125,1153.9814,1158.3513,1155.2867,1153.7544,1157.2446,1157.3014,1157.727,1163.9982,1167.2332,1163.7428,1162.9767,1164.6792,1167.0629
1141.87353515625,1144.3378,1148.393,1145.492,1146.0846,1149.703,1148.9543,1150.514,1155.349,1157.3141,1154.3508,1154.2885,1154.9122,1156.8151
8607.3974609375,8604.62,8604.567,8599.334,8594.475,8603.9795,8598.8,8606.543,8614.019,8614.126,8601.149,8605.101,8604.14,8616.476
8803.5068359375,8799.72,8789.665,8774.837,8774.224,8761.382,8749.714,8744.816,8735.111,8728.817,8714.695,8708.455,8709.975,8713.469
8622.474609375,8616.324,8610.229,8604.617,8600.14,8606.29,8598.952,8605.265,8604.995,8603.916,8591.453,8594.853,8595.607,8609.526
8798.603515625,8797.476,8790.596,8776.084,8773.396,8761.895,8753.483,8748.056,8739.751,8733.92,8720.752,8712.992,8713.57,8713.389
1037.912109375,1037.775,1037.1127,1036.698,1036.518,1035.8894,1035.9471,1035.8267,1034.9817,1035.526,1035.0122,1035.265,1035.6317,1036.0851
1045.726806640625,1045.7827,1045.3075,1045.5171,1045.2026,1044.4757,1045.1117,1044.958,1043.9795,1044.315,1044.3499,1044.5106,1044.315,1044.5316
